InputPower,OutputPowerWithoutDelay,Previous1OutputPower,Previous2OutputPower,Previous3OutputPower,,
9.99E-06,8.75E-07,3.28E-07,7.25E-07,2.06E-06,,
9.99E-06,2.43E-07,8.75E-07,3.28E-07,7.25E-07,,
9.99E-06,2.38E-07,2.43E-07,8.75E-07,3.28E-07,,
9.99E-06,1.42E-06,2.38E-07,2.43E-07,8.75E-07,,
9.99E-06,3.17E-06,1.42E-06,2.38E-07,2.43E-07,,
9.99E-06,3.88E-06,3.17E-06,1.42E-06,2.38E-07,,
9.99E-06,3.69E-06,3.88E-06,3.17E-06,1.42E-06,,
9.99E-06,1.92E-06,3.69E-06,3.88E-06,3.17E-06,,
9.99E-06,1.54E-06,1.92E-06,3.69E-06,3.88E-06,,
9.99E-06,7.47E-07,1.54E-06,1.92E-06,3.69E-06,,
9.99E-06,5.50E-07,7.47E-07,1.54E-06,1.92E-06,,
9.99E-06,9.55E-07,5.50E-07,7.47E-07,1.54E-06,,
9.99E-06,1.71E-07,9.55E-07,5.50E-07,7.47E-07,,
9.99E-06,2.51E-07,1.71E-07,9.55E-07,5.50E-07,,
9.99E-06,1.23E-06,2.51E-07,1.71E-07,9.55E-07,,
9.99E-06,2.85E-06,1.23E-06,2.51E-07,1.71E-07,,
9.99E-06,5.32E-06,2.85E-06,1.23E-06,2.51E-07,,
9.99E-06,7.83E-06,5.32E-06,2.85E-06,1.23E-06,,
9.99E-06,6.65E-06,7.83E-06,5.32E-06,2.85E-06,,
9.99E-06,5.82E-06,6.65E-06,7.83E-06,5.32E-06,,
9.99E-06,3.81E-06,5.82E-06,6.65E-06,7.83E-06,,
9.99E-06,2.38E-06,3.81E-06,5.82E-06,6.65E-06,,
9.99E-06,1.33E-06,2.38E-06,3.81E-06,5.82E-06,,
9.99E-06,1.97E-06,1.33E-06,2.38E-06,3.81E-06,,
9.99E-06,3.31E-06,1.97E-06,1.33E-06,2.38E-06,,
9.99E-06,5.12E-06,3.31E-06,1.97E-06,1.33E-06,,
9.99E-06,5.77E-06,5.12E-06,3.31E-06,1.97E-06,,
9.99E-06,7.74E-06,5.77E-06,5.12E-06,3.31E-06,,
9.99E-06,5.82E-06,7.74E-06,5.77E-06,5.12E-06,,
9.99E-06,3.08E-06,5.82E-06,7.74E-06,5.77E-06,,
9.99E-06,1.61E-06,3.08E-06,5.82E-06,7.74E-06,,
9.99E-06,3.59E-07,1.61E-06,3.08E-06,5.82E-06,,
9.99E-06,2.36E-09,3.59E-07,1.61E-06,3.08E-06,,
9.99E-06,6.45E-07,2.36E-09,3.59E-07,1.61E-06,,
9.99E-06,1.68E-06,6.45E-07,2.36E-09,3.59E-07,,
9.99E-06,2.57E-06,1.68E-06,6.45E-07,2.36E-09,,
9.99E-06,1.21E-06,2.57E-06,1.68E-06,6.45E-07,,
9.99E-06,7.69E-09,1.21E-06,2.57E-06,1.68E-06,,
9.99E-06,1.73E-06,7.69E-09,1.21E-06,2.57E-06,,
9.99E-06,4.51E-06,1.73E-06,7.69E-09,1.21E-06,,
9.99E-06,5.17E-06,4.51E-06,1.73E-06,7.69E-09,,
9.99E-06,3.79E-06,5.17E-06,4.51E-06,1.73E-06,,
9.99E-06,1.74E-06,3.79E-06,5.17E-06,4.51E-06,,
9.99E-06,1.42E-06,1.74E-06,3.79E-06,5.17E-06,,
9.99E-06,2.38E-06,1.42E-06,1.74E-06,3.79E-06,,
9.99E-06,2.02E-06,2.38E-06,1.42E-06,1.74E-06,,
9.99E-06,8.52E-07,2.02E-06,2.38E-06,1.42E-06,,
9.99E-06,1.67E-07,8.52E-07,2.02E-06,2.38E-06,,
9.99E-06,5.50E-07,1.67E-07,8.52E-07,2.02E-06,,
9.99E-06,1.75E-06,5.50E-07,1.67E-07,8.52E-07,,
9.99E-06,2.21E-06,1.75E-06,5.50E-07,1.67E-07,,
9.99E-06,2.82E-06,2.21E-06,1.75E-06,5.50E-07,,
9.99E-06,3.97E-06,2.82E-06,2.21E-06,1.75E-06,,
9.99E-06,2.88E-06,3.97E-06,2.82E-06,2.21E-06,,
9.99E-06,1.74E-06,2.88E-06,3.97E-06,2.82E-06,,
9.99E-06,4.41E-06,1.74E-06,2.88E-06,3.97E-06,,
9.99E-06,5.37E-06,4.41E-06,1.74E-06,2.88E-06,,
9.99E-06,4.66E-06,5.37E-06,4.41E-06,1.74E-06,,
9.99E-06,3.17E-06,4.66E-06,5.37E-06,4.41E-06,,
9.99E-06,2.29E-06,3.17E-06,4.66E-06,5.37E-06,,
9.99E-06,1.37E-06,2.29E-06,3.17E-06,4.66E-06,,
9.99E-06,1.41E-06,1.37E-06,2.29E-06,3.17E-06,,
9.99E-06,3.00E-06,1.41E-06,1.37E-06,2.29E-06,,
9.99E-06,4.73E-06,3.00E-06,1.41E-06,1.37E-06,,
9.99E-06,8.23E-06,4.73E-06,3.00E-06,1.41E-06,,
9.99E-06,1.17E-05,8.23E-06,4.73E-06,3.00E-06,,
9.99E-06,1.16E-05,1.17E-05,8.23E-06,4.73E-06,,
9.99E-06,9.14E-06,1.16E-05,1.17E-05,8.23E-06,,
9.99E-06,6.80E-06,9.14E-06,1.16E-05,1.17E-05,,
9.99E-06,6.61E-06,6.80E-06,9.14E-06,1.16E-05,,
9.99E-06,4.36E-06,6.61E-06,6.80E-06,9.14E-06,,
9.99E-06,2.01E-06,4.36E-06,6.61E-06,6.80E-06,,
9.99E-06,4.94E-07,2.01E-06,4.36E-06,6.61E-06,,
9.99E-06,4.42E-07,4.94E-07,2.01E-06,4.36E-06,,
9.99E-06,1.28E-06,4.42E-07,4.94E-07,2.01E-06,,
9.99E-06,2.02E-06,1.28E-06,4.42E-07,4.94E-07,,
9.99E-06,3.86E-06,2.02E-06,1.28E-06,4.42E-07,,
9.99E-06,3.75E-06,3.86E-06,2.02E-06,1.28E-06,,
9.99E-06,2.62E-06,3.75E-06,3.86E-06,2.02E-06,,
9.99E-06,4.86E-07,2.62E-06,3.75E-06,3.86E-06,,
9.99E-06,6.62E-07,4.86E-07,2.62E-06,3.75E-06,,
9.99E-06,3.75E-06,6.62E-07,4.86E-07,2.62E-06,,
9.99E-06,7.37E-06,3.75E-06,6.62E-07,4.86E-07,,
9.99E-06,6.88E-06,7.37E-06,3.75E-06,6.62E-07,,
9.99E-06,4.06E-06,6.88E-06,7.37E-06,3.75E-06,,
9.99E-06,2.55E-06,4.06E-06,6.88E-06,7.37E-06,,
9.99E-06,1.74E-06,2.55E-06,4.06E-06,6.88E-06,,
9.99E-06,2.08E-06,1.74E-06,2.55E-06,4.06E-06,,
9.99E-06,1.93E-06,2.08E-06,1.74E-06,2.55E-06,,
9.99E-06,1.47E-06,1.93E-06,2.08E-06,1.74E-06,,
9.99E-06,7.89E-07,1.47E-06,1.93E-06,2.08E-06,,
9.99E-06,1.26E-06,7.89E-07,1.47E-06,1.93E-06,,
9.99E-06,2.19E-06,1.26E-06,7.89E-07,1.47E-06,,
9.99E-06,2.79E-06,2.19E-06,1.26E-06,7.89E-07,,
9.99E-06,4.15E-06,2.79E-06,2.19E-06,1.26E-06,,
9.99E-06,6.35E-06,4.15E-06,2.79E-06,2.19E-06,,
9.99E-06,6.45E-06,6.35E-06,4.15E-06,2.79E-06,,
9.99E-06,3.09E-06,6.45E-06,6.35E-06,4.15E-06,,
9.99E-06,4.17E-06,3.09E-06,6.45E-06,6.35E-06,,
9.99E-06,6.30E-06,4.17E-06,3.09E-06,6.45E-06,,
9.99E-06,9.12E-06,6.30E-06,4.17E-06,3.09E-06,,
9.99E-06,7.59E-06,9.12E-06,6.30E-06,4.17E-06,,
9.99E-06,7.94E-06,7.59E-06,9.12E-06,6.30E-06,,
9.99E-06,7.09E-06,7.94E-06,7.59E-06,9.12E-06,,
9.99E-06,5.61E-06,7.09E-06,7.94E-06,7.59E-06,,
9.99E-06,4.02E-06,5.61E-06,7.09E-06,7.94E-06,,
9.99E-06,3.28E-06,4.02E-06,5.61E-06,7.09E-06,,
9.99E-06,3.55E-06,3.28E-06,4.02E-06,5.61E-06,,
9.99E-06,6.32E-06,3.55E-06,3.28E-06,4.02E-06,,
9.99E-06,7.76E-06,6.32E-06,3.55E-06,3.28E-06,,
9.99E-06,9.82E-06,7.76E-06,6.32E-06,3.55E-06,,
9.99E-06,1.22E-05,9.82E-06,7.76E-06,6.32E-06,,
9.99E-06,1.42E-05,1.22E-05,9.82E-06,7.76E-06,,
9.99E-06,1.53E-05,1.42E-05,1.22E-05,9.82E-06,,
9.99E-06,1.46E-05,1.53E-05,1.42E-05,1.22E-05,,
9.99E-06,1.22E-05,1.46E-05,1.53E-05,1.42E-05,,
9.99E-06,7.13E-06,1.22E-05,1.46E-05,1.53E-05,,
9.99E-06,5.82E-06,7.13E-06,1.22E-05,1.46E-05,,
9.99E-06,3.45E-06,5.82E-06,7.13E-06,1.22E-05,,
9.99E-06,1.58E-06,3.45E-06,5.82E-06,7.13E-06,,
9.99E-06,5.18E-07,1.58E-06,3.45E-06,5.82E-06,,
9.99E-06,6.37E-07,5.18E-07,1.58E-06,3.45E-06,,
9.99E-06,2.31E-06,6.37E-07,5.18E-07,1.58E-06,,
9.99E-06,3.77E-06,2.31E-06,6.37E-07,5.18E-07,,
9.99E-06,4.09E-06,3.77E-06,2.31E-06,6.37E-07,,
9.99E-06,2.11E-06,4.09E-06,3.77E-06,2.31E-06,,
9.99E-06,9.79E-07,2.11E-06,4.09E-06,3.77E-06,,
9.99E-06,8.00E-07,9.79E-07,2.11E-06,4.09E-06,,
9.99E-06,8.52E-07,8.00E-07,9.79E-07,2.11E-06,,
9.99E-06,7.83E-07,8.52E-07,8.00E-07,9.79E-07,,
9.99E-06,5.60E-07,7.83E-07,8.52E-07,8.00E-07,,
9.99E-06,1.52E-06,5.60E-07,7.83E-07,8.52E-07,,
9.99E-06,4.26E-06,1.52E-06,5.60E-07,7.83E-07,,
9.99E-06,8.71E-06,4.26E-06,1.52E-06,5.60E-07,,
9.99E-06,1.24E-05,8.71E-06,4.26E-06,1.52E-06,,
9.99E-06,1.33E-05,1.24E-05,8.71E-06,4.26E-06,,
9.99E-06,1.21E-05,1.33E-05,1.24E-05,8.71E-06,,
9.99E-06,1.03E-05,1.21E-05,1.33E-05,1.24E-05,,
9.99E-06,9.14E-06,1.03E-05,1.21E-05,1.33E-05,,
9.99E-06,7.83E-06,9.14E-06,1.03E-05,1.21E-05,,
9.99E-06,3.10E-06,7.83E-06,9.14E-06,1.03E-05,,
9.99E-06,2.98E-06,3.10E-06,7.83E-06,9.14E-06,,
9.99E-06,7.07E-06,2.98E-06,3.10E-06,7.83E-06,,
9.99E-06,9.20E-06,7.07E-06,2.98E-06,3.10E-06,,
9.99E-06,8.40E-06,9.20E-06,7.07E-06,2.98E-06,,
9.99E-06,7.59E-06,8.40E-06,9.20E-06,7.07E-06,,
9.99E-06,7.78E-06,7.59E-06,8.40E-06,9.20E-06,,
9.99E-06,8.00E-06,7.78E-06,7.59E-06,8.40E-06,,
9.99E-06,8.09E-06,8.00E-06,7.78E-06,7.59E-06,,
9.99E-06,8.72E-06,8.09E-06,8.00E-06,7.78E-06,,
9.99E-06,1.06E-05,8.72E-06,8.09E-06,8.00E-06,,
9.99E-06,1.33E-05,1.06E-05,8.72E-06,8.09E-06,,
9.99E-06,1.89E-05,1.33E-05,1.06E-05,8.72E-06,,
9.99E-06,1.88E-05,1.89E-05,1.33E-05,1.06E-05,,
9.99E-06,2.12E-05,1.88E-05,1.89E-05,1.33E-05,,
9.99E-06,2.28E-05,2.12E-05,1.88E-05,1.89E-05,,
9.99E-06,2.36E-05,2.28E-05,2.12E-05,1.88E-05,,
9.99E-06,2.40E-05,2.36E-05,2.28E-05,2.12E-05,,
9.99E-06,2.16E-05,2.40E-05,2.36E-05,2.28E-05,,
9.99E-06,1.72E-05,2.16E-05,2.40E-05,2.36E-05,,
9.99E-06,1.41E-05,1.72E-05,2.16E-05,2.40E-05,,
9.99E-06,1.30E-05,1.41E-05,1.72E-05,2.16E-05,,
9.99E-06,9.62E-06,1.30E-05,1.41E-05,1.72E-05,,
9.99E-06,5.42E-06,9.62E-06,1.30E-05,1.41E-05,,
9.99E-06,2.32E-06,5.42E-06,9.62E-06,1.30E-05,,
9.99E-06,1.27E-07,2.32E-06,5.42E-06,9.62E-06,,
9.99E-06,1.35E-06,1.27E-07,2.32E-06,5.42E-06,,
9.99E-06,5.27E-06,1.35E-06,1.27E-07,2.32E-06,,
9.99E-06,9.71E-06,5.27E-06,1.35E-06,1.27E-07,,
9.99E-06,9.26E-06,9.71E-06,5.27E-06,1.35E-06,,
9.99E-06,6.49E-06,9.26E-06,9.71E-06,5.27E-06,,
9.99E-06,3.71E-06,6.49E-06,9.26E-06,9.71E-06,,
9.99E-06,1.13E-06,3.71E-06,6.49E-06,9.26E-06,,
9.99E-06,6.06E-07,1.13E-06,3.71E-06,6.49E-06,,
9.99E-06,1.62E-06,6.06E-07,1.13E-06,3.71E-06,,
9.99E-06,3.50E-06,1.62E-06,6.06E-07,1.13E-06,,
9.99E-06,5.33E-06,3.50E-06,1.62E-06,6.06E-07,,
9.99E-06,8.02E-06,5.33E-06,3.50E-06,1.62E-06,,
9.99E-06,9.56E-06,8.02E-06,5.33E-06,3.50E-06,,
9.99E-06,8.40E-06,9.56E-06,8.02E-06,5.33E-06,,
9.99E-06,8.97E-06,8.40E-06,9.56E-06,8.02E-06,,
9.99E-06,9.01E-06,8.97E-06,8.40E-06,9.56E-06,,
9.99E-06,1.14E-05,9.01E-06,8.97E-06,8.40E-06,,
9.99E-06,1.07E-05,1.14E-05,9.01E-06,8.97E-06,,
9.99E-06,4.83E-06,1.07E-05,1.14E-05,9.01E-06,,
9.99E-06,4.63E-06,4.83E-06,1.07E-05,1.14E-05,,
9.99E-06,1.09E-05,4.63E-06,4.83E-06,1.07E-05,,
9.99E-06,1.73E-05,1.09E-05,4.63E-06,4.83E-06,,
9.99E-06,2.13E-05,1.73E-05,1.09E-05,4.63E-06,,
9.99E-06,2.72E-05,2.13E-05,1.73E-05,1.09E-05,,
9.99E-06,3.33E-05,2.72E-05,2.13E-05,1.73E-05,,
9.99E-06,3.80E-05,3.33E-05,2.72E-05,2.13E-05,,
9.99E-06,3.95E-05,3.80E-05,3.33E-05,2.72E-05,,
9.99E-06,4.05E-05,3.95E-05,3.80E-05,3.33E-05,,
9.99E-06,4.46E-05,4.05E-05,3.95E-05,3.80E-05,,
9.99E-06,4.60E-05,4.46E-05,4.05E-05,3.95E-05,,
9.99E-06,4.29E-05,4.60E-05,4.46E-05,4.05E-05,,
9.99E-06,3.85E-05,4.29E-05,4.60E-05,4.46E-05,,
9.99E-06,3.44E-05,3.85E-05,4.29E-05,4.60E-05,,
9.99E-06,3.16E-05,3.44E-05,3.85E-05,4.29E-05,,
9.99E-06,2.90E-05,3.16E-05,3.44E-05,3.85E-05,,
9.99E-06,2.47E-05,2.90E-05,3.16E-05,3.44E-05,,
9.99E-06,1.83E-05,2.47E-05,2.90E-05,3.16E-05,,
9.99E-06,1.19E-05,1.83E-05,2.47E-05,2.90E-05,,
9.99E-06,9.11E-06,1.19E-05,1.83E-05,2.47E-05,,
9.99E-06,7.42E-06,9.11E-06,1.19E-05,1.83E-05,,
9.99E-06,5.62E-06,7.42E-06,9.11E-06,1.19E-05,,
9.99E-06,2.62E-06,5.62E-06,7.42E-06,9.11E-06,,
9.99E-06,1.19E-06,2.62E-06,5.62E-06,7.42E-06,,
9.99E-06,1.46E-06,1.19E-06,2.62E-06,5.62E-06,,
9.99E-06,4.47E-06,1.46E-06,1.19E-06,2.62E-06,,
9.99E-06,9.79E-06,4.47E-06,1.46E-06,1.19E-06,,
9.99E-06,1.38E-05,9.79E-06,4.47E-06,1.46E-06,,
9.99E-06,1.26E-05,1.38E-05,9.79E-06,4.47E-06,,
9.99E-06,9.99E-06,1.26E-05,1.38E-05,9.79E-06,,
9.99E-06,6.82E-06,9.99E-06,1.26E-05,1.38E-05,,
9.99E-06,4.44E-06,6.82E-06,9.99E-06,1.26E-05,,
9.99E-06,5.44E-06,4.44E-06,6.82E-06,9.99E-06,,
9.99E-06,1.13E-05,5.44E-06,4.44E-06,6.82E-06,,
9.99E-06,1.60E-05,1.13E-05,5.44E-06,4.44E-06,,
9.99E-06,2.27E-05,1.60E-05,1.13E-05,5.44E-06,,
9.99E-06,2.86E-05,2.27E-05,1.60E-05,1.13E-05,,
9.99E-06,3.24E-05,2.86E-05,2.27E-05,1.60E-05,,
9.99E-06,2.84E-05,3.24E-05,2.86E-05,2.27E-05,,
9.99E-06,3.13E-05,2.84E-05,3.24E-05,2.86E-05,,
9.99E-06,3.56E-05,3.13E-05,2.84E-05,3.24E-05,,
9.99E-06,3.55E-05,3.56E-05,3.13E-05,2.84E-05,,
9.99E-06,2.56E-05,3.55E-05,3.56E-05,3.13E-05,,
9.99E-06,2.18E-05,2.56E-05,3.55E-05,3.56E-05,,
9.99E-06,3.43E-05,2.18E-05,2.56E-05,3.55E-05,,
9.99E-06,4.92E-05,3.43E-05,2.18E-05,2.56E-05,,
9.99E-06,5.63E-05,4.92E-05,3.43E-05,2.18E-05,,
9.99E-06,6.79E-05,5.63E-05,4.92E-05,3.43E-05,,
9.99E-06,8.64E-05,6.79E-05,5.63E-05,4.92E-05,,
9.99E-06,1.00E-04,8.64E-05,6.79E-05,5.63E-05,,
9.99E-06,0.000111451,1.00E-04,8.64E-05,6.79E-05,,
9.99E-06,0.000111743,0.000111451,1.00E-04,8.64E-05,,
9.99E-06,0.000124151,0.000111743,0.000111451,1.00E-04,,
9.99E-06,0.000141418,0.000124151,0.000111743,0.000111451,,
9.99E-06,0.000155207,0.000141418,0.000124151,0.000111743,,
9.99E-06,0.000157172,0.000155207,0.000141418,0.000124151,,
9.99E-06,0.000163957,0.000157172,0.000155207,0.000141418,,
9.99E-06,0.000159283,0.000163957,0.000157172,0.000155207,,
9.99E-06,0.000163363,0.000159283,0.000163957,0.000157172,,
9.99E-06,0.00016451,0.000163363,0.000159283,0.000163957,,
9.99E-06,0.000160341,0.00016451,0.000163363,0.000159283,,
9.99E-06,0.000137579,0.000160341,0.00016451,0.000163363,,
9.99E-06,0.000132846,0.000137579,0.000160341,0.00016451,,
9.99E-06,0.000121368,0.000132846,0.000137579,0.000160341,,
9.99E-06,0.000113329,0.000121368,0.000132846,0.000137579,,
9.99E-06,0.00010652,0.000113329,0.000121368,0.000132846,,
9.99E-06,8.26E-05,0.00010652,0.000113329,0.000121368,,
9.99E-06,5.79E-05,8.26E-05,0.00010652,0.000113329,,
9.99E-06,3.99E-05,5.79E-05,8.26E-05,0.00010652,,
9.99E-06,4.36E-05,3.99E-05,5.79E-05,8.26E-05,,
9.99E-06,7.44E-05,4.36E-05,3.99E-05,5.79E-05,,
9.99E-06,0.00010673,7.44E-05,4.36E-05,3.99E-05,,
9.99E-06,0.000130615,0.00010673,7.44E-05,4.36E-05,,
9.99E-06,0.000135772,0.000130615,0.00010673,7.44E-05,,
9.99E-06,0.000125172,0.000135772,0.000130615,0.00010673,,
9.99E-06,0.000120614,0.000125172,0.000135772,0.000130615,,
9.99E-06,0.000125504,0.000120614,0.000125172,0.000135772,,
9.99E-06,0.000150135,0.000125504,0.000120614,0.000125172,,
9.99E-06,0.000183361,0.000150135,0.000125504,0.000120614,,
9.99E-06,0.000231163,0.000183361,0.000150135,0.000125504,,
9.99E-06,0.000265824,0.000231163,0.000183361,0.000150135,,
9.99E-06,0.000289996,0.000265824,0.000231163,0.000183361,,
0.000507324,0.000303077,0.000289996,0.000265824,0.000231163,,
0.003899336,0.000323399,0.000303077,0.000289996,0.000265824,,
0.008002787,0.000359751,0.000323399,0.000303077,0.000289996,,
0.009625215,0.000374538,0.000359751,0.000323399,0.000303077,,
0.009938743,0.000339941,0.000374538,0.000359751,0.000323399,,
0.009982581,0.000332098,0.000339941,0.000374538,0.000359751,,
0.009988931,0.000373884,0.000332098,0.000339941,0.000374538,,
0.009989879,0.00043504,0.000373884,0.000332098,0.000339941,,
0.009989998,0.000487404,0.00043504,0.000373884,0.000332098,,
0.009990009,0.000553365,0.000487404,0.00043504,0.000373884,,
0.00999001,0.000647566,0.000553365,0.000487404,0.00043504,,
0.00999001,0.000729681,0.000647566,0.000553365,0.000487404,,
0.00999001,0.000776753,0.000729681,0.000647566,0.000553365,,
0.00999001,0.000832146,0.000776753,0.000729681,0.000647566,,
0.00999001,0.000909048,0.000832146,0.000776753,0.000729681,,
0.00999001,0.00099656,0.000909048,0.000832146,0.000776753,,
0.00999001,0.001079105,0.00099656,0.000909048,0.000832146,,
0.00999001,0.001141341,0.001079105,0.00099656,0.000909048,,
0.00999001,0.001224236,0.001141341,0.001079105,0.00099656,,
0.00999001,0.001282917,0.001224236,0.001141341,0.001079105,,
0.00999001,0.001360114,0.001282917,0.001224236,0.001141341,,
0.00999001,0.001453993,0.001360114,0.001282917,0.001224236,,
0.00999001,0.001478738,0.001453993,0.001360114,0.001282917,,
0.00999001,0.001480198,0.001478738,0.001453993,0.001360114,,
0.00999001,0.001504625,0.001480198,0.001478738,0.001453993,,
0.00999001,0.001543011,0.001504625,0.001480198,0.001478738,,
0.00999001,0.001602892,0.001543011,0.001504625,0.001480198,,
0.00999001,0.001625724,0.001602892,0.001543011,0.001504625,,
0.00999001,0.001593614,0.001625724,0.001602892,0.001543011,,
0.00999001,0.00149404,0.001593614,0.001625724,0.001602892,,
0.00999001,0.001351487,0.00149404,0.001593614,0.001625724,,
0.00999001,0.001204984,0.001351487,0.00149404,0.001593614,,
0.00999001,0.001122853,0.001204984,0.001351487,0.00149404,,
0.00999001,0.001118536,0.001122853,0.001204984,0.001351487,,
0.00999001,0.001151432,0.001118536,0.001122853,0.001204984,,
0.00999001,0.001217727,0.001151432,0.001118536,0.001122853,,
0.00999001,0.001260234,0.001217727,0.001151432,0.001118536,,
0.00999001,0.001206196,0.001260234,0.001217727,0.001151432,,
0.00999001,0.001109591,0.001206196,0.001260234,0.001217727,,
0.00999001,0.001013564,0.001109591,0.001206196,0.001260234,,
0.00999001,0.000919714,0.001013564,0.001109591,0.001206196,,
0.00999001,0.000857799,0.000919714,0.001013564,0.001109591,,
0.00999001,0.00083968,0.000857799,0.000919714,0.001013564,,
0.00999001,0.000850508,0.00083968,0.000857799,0.000919714,,
0.00999001,0.000837715,0.000850508,0.00083968,0.000857799,,
0.00999001,0.000789448,0.000837715,0.000850508,0.00083968,,
0.00999001,0.000776353,0.000789448,0.000837715,0.000850508,,
0.00999001,0.000830311,0.000776353,0.000789448,0.000837715,,
0.00999001,0.000873074,0.000830311,0.000776353,0.000789448,,
0.00999001,0.000827097,0.000873074,0.000830311,0.000776353,,
0.00999001,0.00074451,0.000827097,0.000873074,0.000830311,,
0.00999001,0.000665425,0.00074451,0.000827097,0.000873074,,
0.00999001,0.000611453,0.000665425,0.00074451,0.000827097,,
0.00999001,0.000545184,0.000611453,0.000665425,0.00074451,,
0.00999001,0.000459669,0.000545184,0.000611453,0.000665425,,
0.00999001,0.000396325,0.000459669,0.000545184,0.000611453,,
0.00999001,0.000366425,0.000396325,0.000459669,0.000545184,,
0.00999001,0.000336386,0.000366425,0.000396325,0.000459669,,
0.00999001,0.00029363,0.000336386,0.000366425,0.000396325,,
0.00999001,0.000245644,0.00029363,0.000336386,0.000366425,,
0.00999001,0.000203501,0.000245644,0.00029363,0.000336386,,
0.00999001,0.000171934,0.000203501,0.000245644,0.00029363,,
0.00999001,0.000149396,0.000171934,0.000203501,0.000245644,,
0.00999001,0.000142405,0.000149396,0.000171934,0.000203501,,
0.009492676,0.000122168,0.000142405,0.000149396,0.000171934,,
0.006100664,9.43E-05,0.000122168,0.000142405,0.000149396,,
0.001997213,7.45E-05,9.43E-05,0.000122168,0.000142405,,
3.75E-04,7.42E-05,7.45E-05,9.43E-05,0.000122168,,
6.13E-05,7.36E-05,7.42E-05,7.45E-05,9.43E-05,,
1.74E-05,7.13E-05,7.36E-05,7.42E-05,7.45E-05,,
1.11E-05,6.20E-05,7.13E-05,7.36E-05,7.42E-05,,
1.01E-05,4.80E-05,6.20E-05,7.13E-05,7.36E-05,,
1.00E-05,2.97E-05,4.80E-05,6.20E-05,7.13E-05,,
9.99E-06,1.53E-05,2.97E-05,4.80E-05,6.20E-05,,
9.99E-06,8.51E-06,1.53E-05,2.97E-05,4.80E-05,,
9.99E-06,2.48E-05,8.51E-06,1.53E-05,2.97E-05,,
9.99E-06,5.24E-05,2.48E-05,8.51E-06,1.53E-05,,
9.99E-06,8.23E-05,5.24E-05,2.48E-05,8.51E-06,,
9.99E-06,0.00010249,8.23E-05,5.24E-05,2.48E-05,,
9.99E-06,0.000109849,0.00010249,8.23E-05,5.24E-05,,
9.99E-06,0.000101841,0.000109849,0.00010249,8.23E-05,,
9.99E-06,8.91E-05,0.000101841,0.000109849,0.00010249,,
9.99E-06,8.78E-05,8.91E-05,0.000101841,0.000109849,,
9.99E-06,9.82E-05,8.78E-05,8.91E-05,0.000101841,,
9.99E-06,0.000117837,9.82E-05,8.78E-05,8.91E-05,,
9.99E-06,0.000159992,0.000117837,9.82E-05,8.78E-05,,
9.99E-06,0.000197144,0.000159992,0.000117837,9.82E-05,,
9.99E-06,0.00021382,0.000197144,0.000159992,0.000117837,,
9.99E-06,0.000214028,0.00021382,0.000197144,0.000159992,,
9.99E-06,0.000240497,0.000214028,0.00021382,0.000197144,,
9.99E-06,0.000298562,0.000240497,0.000214028,0.00021382,,
9.99E-06,0.000343977,0.000298562,0.000240497,0.000214028,,
9.99E-06,0.000318765,0.000343977,0.000298562,0.000240497,,
9.99E-06,0.000275689,0.000318765,0.000343977,0.000298562,,
9.99E-06,0.000237249,0.000275689,0.000318765,0.000343977,,
9.99E-06,0.000217064,0.000237249,0.000275689,0.000318765,,
9.99E-06,0.000186002,0.000217064,0.000237249,0.000275689,,
9.99E-06,0.00013787,0.000186002,0.000217064,0.000237249,,
9.99E-06,9.60E-05,0.00013787,0.000186002,0.000217064,,
9.99E-06,8.32E-05,9.60E-05,0.00013787,0.000186002,,
9.99E-06,7.68E-05,8.32E-05,9.60E-05,0.00013787,,
9.99E-06,6.88E-05,7.68E-05,8.32E-05,9.60E-05,,
9.99E-06,5.93E-05,6.88E-05,7.68E-05,8.32E-05,,
9.99E-06,4.89E-05,5.93E-05,6.88E-05,7.68E-05,,
9.99E-06,4.49E-05,4.89E-05,5.93E-05,6.88E-05,,
9.99E-06,4.36E-05,4.49E-05,4.89E-05,5.93E-05,,
9.99E-06,4.50E-05,4.36E-05,4.49E-05,4.89E-05,,
9.99E-06,5.73E-05,4.50E-05,4.36E-05,4.49E-05,,
9.99E-06,8.09E-05,5.73E-05,4.50E-05,4.36E-05,,
9.99E-06,8.63E-05,8.09E-05,5.73E-05,4.50E-05,,
9.99E-06,8.70E-05,8.63E-05,8.09E-05,5.73E-05,,
9.99E-06,8.70E-05,8.70E-05,8.63E-05,8.09E-05,,
9.99E-06,9.20E-05,8.70E-05,8.70E-05,8.63E-05,,
9.99E-06,9.95E-05,9.20E-05,8.70E-05,8.70E-05,,
9.99E-06,0.000120339,9.95E-05,9.20E-05,8.70E-05,,
9.99E-06,0.00014525,0.000120339,9.95E-05,9.20E-05,,
9.99E-06,0.000174039,0.00014525,0.000120339,9.95E-05,,
9.99E-06,0.000197987,0.000174039,0.00014525,0.000120339,,
9.99E-06,0.000216138,0.000197987,0.000174039,0.00014525,,
9.99E-06,0.000223173,0.000216138,0.000197987,0.000174039,,
9.99E-06,0.000216489,0.000223173,0.000216138,0.000197987,,
9.99E-06,0.000210885,0.000216489,0.000223173,0.000216138,,
9.99E-06,0.000200734,0.000210885,0.000216489,0.000223173,,
9.99E-06,0.000193051,0.000200734,0.000210885,0.000216489,,
