InputPower,OutputPowerWithoutDelay,Previous1OutputPower,Previous2OutputPower,Previous3OutputPower,,
0.00999001,0.000811454,0.000774076,0.000786268,0.000832685,,
0.00999001,0.000859826,0.000811454,0.000774076,0.000786268,,
0.00999001,0.000919255,0.000859826,0.000811454,0.000774076,,
0.00999001,0.000981354,0.000919255,0.000859826,0.000811454,,
0.00999001,0.00104518,0.000981354,0.000919255,0.000859826,,
0.00999001,0.001087495,0.00104518,0.000981354,0.000919255,,
0.00999001,0.001159841,0.001087495,0.00104518,0.000981354,,
0.00999001,0.001209146,0.001159841,0.001087495,0.00104518,,
0.00999001,0.001204711,0.001209146,0.001159841,0.001087495,,
0.00999001,0.001158281,0.001204711,0.001209146,0.001159841,,
0.00999001,0.001148944,0.001158281,0.001204711,0.001209146,,
0.00999001,0.001135486,0.001148944,0.001158281,0.001204711,,
0.00999001,0.001121556,0.001135486,0.001148944,0.001158281,,
0.00999001,0.001100959,0.001121556,0.001135486,0.001148944,,
0.00999001,0.001085321,0.001100959,0.001121556,0.001135486,,
0.00999001,0.001064537,0.001085321,0.001100959,0.001121556,,
0.00999001,0.001077116,0.001064537,0.001085321,0.001100959,,
0.00999001,0.001091465,0.001077116,0.001064537,0.001085321,,
0.00999001,0.001065387,0.001091465,0.001077116,0.001064537,,
0.00999001,0.001023694,0.001065387,0.001091465,0.001077116,,
0.00999001,0.000986576,0.001023694,0.001065387,0.001091465,,
0.00999001,0.000957266,0.000986576,0.001023694,0.001065387,,
0.00999001,0.00092137,0.000957266,0.000986576,0.001023694,,
0.00999001,0.000906694,0.00092137,0.000957266,0.000986576,,
0.00999001,0.00088017,0.000906694,0.00092137,0.000957266,,
0.00999001,0.000867714,0.00088017,0.000906694,0.00092137,,
0.00999001,0.000890967,0.000867714,0.00088017,0.000906694,,
0.00999001,0.000951535,0.000890967,0.000867714,0.00088017,,
0.00999001,0.001001786,0.000951535,0.000890967,0.000867714,,
0.00999001,0.00105606,0.001001786,0.000951535,0.000890967,,
0.00999001,0.001110297,0.00105606,0.001001786,0.000951535,,
0.00999001,0.001151933,0.001110297,0.00105606,0.001001786,,
0.00999001,0.001184375,0.001151933,0.001110297,0.00105606,,
0.00999001,0.001212289,0.001184375,0.001151933,0.001110297,,
0.00999001,0.001202314,0.001212289,0.001184375,0.001151933,,
0.00999001,0.001163808,0.001202314,0.001212289,0.001184375,,
0.00999001,0.001138456,0.001163808,0.001202314,0.001212289,,
0.00999001,0.001141174,0.001138456,0.001163808,0.001202314,,
0.00999001,0.0011487,0.001141174,0.001138456,0.001163808,,
0.00999001,0.001158113,0.0011487,0.001141174,0.001138456,,
0.00999001,0.001147582,0.001158113,0.0011487,0.001141174,,
0.00999001,0.001150619,0.001147582,0.001158113,0.0011487,,
0.00999001,0.00116318,0.001150619,0.001147582,0.001158113,,
0.00999001,0.001158668,0.00116318,0.001150619,0.001147582,,
0.00999001,0.001090073,0.001158668,0.00116318,0.001150619,,
0.00999001,0.001016256,0.001090073,0.001158668,0.00116318,,
0.00999001,0.000949789,0.001016256,0.001090073,0.001158668,,
0.00999001,0.000894705,0.000949789,0.001016256,0.001090073,,
0.00999001,0.000846595,0.000894705,0.000949789,0.001016256,,
0.00999001,0.000806395,0.000846595,0.000894705,0.000949789,,
0.00999001,0.000778229,0.000806395,0.000846595,0.000894705,,
0.00999001,0.000778849,0.000778229,0.000806395,0.000846595,,
0.00999001,0.000810029,0.000778849,0.000778229,0.000806395,,
0.00999001,0.000817682,0.000810029,0.000778849,0.000778229,,
0.00999001,0.000822582,0.000817682,0.000810029,0.000778849,,
0.00999001,0.000819678,0.000822582,0.000817682,0.000810029,,
0.00999001,0.000810987,0.000819678,0.000822582,0.000817682,,
0.00999001,0.000790242,0.000810987,0.000819678,0.000822582,,
0.00999001,0.000790927,0.000790242,0.000810987,0.000819678,,
0.00999001,0.000780885,0.000790927,0.000790242,0.000810987,,
0.00999001,0.000766154,0.000780885,0.000790927,0.000790242,,
0.00999001,0.000797486,0.000766154,0.000780885,0.000790927,,
0.00999001,0.000859778,0.000797486,0.000766154,0.000780885,,
0.00999001,0.000924113,0.000859778,0.000797486,0.000766154,,
0.00999001,0.000981001,0.000924113,0.000859778,0.000797486,,
0.00999001,0.001042864,0.000981001,0.000924113,0.000859778,,
0.00999001,0.001076626,0.001042864,0.000981001,0.000924113,,
0.00999001,0.00112275,0.001076626,0.001042864,0.000981001,,
0.00999001,0.001146733,0.00112275,0.001076626,0.001042864,,
0.00999001,0.001135825,0.001146733,0.00112275,0.001076626,,
0.00999001,0.001123676,0.001135825,0.001146733,0.00112275,,
0.00999001,0.001170583,0.001123676,0.001135825,0.001146733,,
0.00999001,0.001224295,0.001170583,0.001123676,0.001135825,,
0.00999001,0.001279945,0.001224295,0.001170583,0.001123676,,
0.00999001,0.001330883,0.001279945,0.001224295,0.001170583,,
0.00999001,0.001379006,0.001330883,0.001279945,0.001224295,,
0.00999001,0.001417737,0.001379006,0.001330883,0.001279945,,
0.00999001,0.001443375,0.001417737,0.001379006,0.001330883,,
0.00999001,0.001400157,0.001443375,0.001417737,0.001379006,,
0.00999001,0.001347183,0.001400157,0.001443375,0.001417737,,
0.00999001,0.001327196,0.001347183,0.001400157,0.001443375,,
0.00999001,0.001331535,0.001327196,0.001347183,0.001400157,,
0.00999001,0.001328283,0.001331535,0.001327196,0.001347183,,
0.00999001,0.001354029,0.001328283,0.001331535,0.001327196,,
0.00999001,0.001374414,0.001354029,0.001328283,0.001331535,,
0.00999001,0.00139822,0.001374414,0.001354029,0.001328283,,
0.00999001,0.001406566,0.00139822,0.001374414,0.001354029,,
0.00999001,0.001374147,0.001406566,0.00139822,0.001374414,,
0.00999001,0.001300396,0.001374147,0.001406566,0.00139822,,
0.00999001,0.001241569,0.001300396,0.001374147,0.001406566,,
0.00999001,0.001199241,0.001241569,0.001300396,0.001374147,,
0.00999001,0.001170017,0.001199241,0.001241569,0.001300396,,
0.00999001,0.001147342,0.001170017,0.001199241,0.001241569,,
0.00999001,0.001125701,0.001147342,0.001170017,0.001199241,,
0.00999001,0.001121875,0.001125701,0.001147342,0.001170017,,
0.00999001,0.001120488,0.001121875,0.001125701,0.001147342,,
0.00999001,0.001070834,0.001120488,0.001121875,0.001125701,,
0.00999001,0.000990266,0.001070834,0.001120488,0.001121875,,
0.00999001,0.000921246,0.000990266,0.001070834,0.001120488,,
0.00999001,0.000868338,0.000921246,0.000990266,0.001070834,,
0.00999001,0.000817265,0.000868338,0.000921246,0.000990266,,
0.00999001,0.000778349,0.000817265,0.000868338,0.000921246,,
0.00999001,0.000746335,0.000778349,0.000817265,0.000868338,,
0.00999001,0.000744313,0.000746335,0.000778349,0.000817265,,
0.00999001,0.000734749,0.000744313,0.000746335,0.000778349,,
0.00999001,0.000693322,0.000734749,0.000744313,0.000746335,,
0.00999001,0.000632549,0.000693322,0.000734749,0.000744313,,
0.00999001,0.000589997,0.000632549,0.000693322,0.000734749,,
0.00999001,0.000537357,0.000589997,0.000632549,0.000693322,,
0.00999001,0.000497242,0.000537357,0.000589997,0.000632549,,
0.00999001,0.000472638,0.000497242,0.000537357,0.000589997,,
0.00999001,0.000460323,0.000472638,0.000497242,0.000537357,,
0.00999001,0.00045208,0.000460323,0.000472638,0.000497242,,
0.00999001,0.000454419,0.00045208,0.000460323,0.000472638,,
0.00999001,0.000433235,0.000454419,0.00045208,0.000460323,,
0.00999001,0.000399623,0.000433235,0.000454419,0.00045208,,
0.00999001,0.000361556,0.000399623,0.000433235,0.000454419,,
0.00999001,0.000330856,0.000361556,0.000399623,0.000433235,,
0.00999001,0.000306669,0.000330856,0.000361556,0.000399623,,
0.00999001,0.000293393,0.000306669,0.000330856,0.000361556,,
0.00999001,0.000279668,0.000293393,0.000306669,0.000330856,,
0.00999001,0.000286917,0.000279668,0.000293393,0.000306669,,
0.00999001,0.000291625,0.000286917,0.000279668,0.000293393,,
0.00999001,0.000277173,0.000291625,0.000286917,0.000279668,,
0.00999001,0.000249156,0.000277173,0.000291625,0.000286917,,
0.00999001,0.000230296,0.000249156,0.000277173,0.000291625,,
0.00999001,0.000202743,0.000230296,0.000249156,0.000277173,,
0.00999001,0.000184094,0.000202743,0.000230296,0.000249156,,
0.009492676,0.000171173,0.000184094,0.000202743,0.000230296,,
0.006100664,0.000166238,0.000171173,0.000184094,0.000202743,,
0.001997213,0.000166405,0.000166238,0.000171173,0.000184094,,
0.000374785,0.000171225,0.000166405,0.000166238,0.000171173,,
6.13E-05,0.000161536,0.000171225,0.000166405,0.000166238,,
1.74E-05,0.000143529,0.000161536,0.000171225,0.000166405,,
1.11E-05,0.000125867,0.000143529,0.000161536,0.000171225,,
1.01E-05,0.000111577,0.000125867,0.000143529,0.000161536,,
1.00E-05,0.000101955,0.000111577,0.000125867,0.000143529,,
9.99E-06,9.34E-05,0.000101955,0.000111577,0.000125867,,
9.99E-06,9.36E-05,9.34E-05,0.000101955,0.000111577,,
9.99E-06,0.000101802,9.36E-05,9.34E-05,0.000101955,,
9.99E-06,0.000108182,0.000101802,9.36E-05,9.34E-05,,
9.99E-06,9.91E-05,0.000108182,0.000101802,9.36E-05,,
9.99E-06,9.17E-05,9.91E-05,0.000108182,0.000101802,,
9.99E-06,8.33E-05,9.17E-05,9.91E-05,0.000108182,,
9.99E-06,7.63E-05,8.33E-05,9.17E-05,9.91E-05,,
9.99E-06,6.84E-05,7.63E-05,8.33E-05,9.17E-05,,
9.99E-06,6.54E-05,6.84E-05,7.63E-05,8.33E-05,,
9.99E-06,6.76E-05,6.54E-05,6.84E-05,7.63E-05,,
9.99E-06,7.34E-05,6.76E-05,6.54E-05,6.84E-05,,
9.99E-06,7.17E-05,7.34E-05,6.76E-05,6.54E-05,,
9.99E-06,6.45E-05,7.17E-05,7.34E-05,6.76E-05,,
9.99E-06,5.93E-05,6.45E-05,7.17E-05,7.34E-05,,
9.99E-06,5.18E-05,5.93E-05,6.45E-05,7.17E-05,,
9.99E-06,4.66E-05,5.18E-05,5.93E-05,6.45E-05,,
9.99E-06,4.35E-05,4.66E-05,5.18E-05,5.93E-05,,
9.99E-06,4.50E-05,4.35E-05,4.66E-05,5.18E-05,,
9.99E-06,4.72E-05,4.50E-05,4.35E-05,4.66E-05,,
9.99E-06,5.18E-05,4.72E-05,4.50E-05,4.35E-05,,
9.99E-06,4.89E-05,5.18E-05,4.72E-05,4.50E-05,,
9.99E-06,4.41E-05,4.89E-05,5.18E-05,4.72E-05,,
9.99E-06,3.67E-05,4.41E-05,4.89E-05,5.18E-05,,
9.99E-06,2.92E-05,3.67E-05,4.41E-05,4.89E-05,,
9.99E-06,2.53E-05,2.92E-05,3.67E-05,4.41E-05,,
9.99E-06,2.37E-05,2.53E-05,2.92E-05,3.67E-05,,
9.99E-06,2.24E-05,2.37E-05,2.53E-05,2.92E-05,,
9.99E-06,2.50E-05,2.24E-05,2.37E-05,2.53E-05,,
9.99E-06,3.03E-05,2.50E-05,2.24E-05,2.37E-05,,
9.99E-06,2.78E-05,3.03E-05,2.50E-05,2.24E-05,,
9.99E-06,2.38E-05,2.78E-05,3.03E-05,2.50E-05,,
9.99E-06,2.03E-05,2.38E-05,2.78E-05,3.03E-05,,
9.99E-06,1.78E-05,2.03E-05,2.38E-05,2.78E-05,,
9.99E-06,1.34E-05,1.78E-05,2.03E-05,2.38E-05,,
9.99E-06,1.23E-05,1.34E-05,1.78E-05,2.03E-05,,
9.99E-06,1.26E-05,1.23E-05,1.34E-05,1.78E-05,,
9.99E-06,1.48E-05,1.26E-05,1.23E-05,1.34E-05,,
9.99E-06,1.72E-05,1.48E-05,1.26E-05,1.23E-05,,
9.99E-06,1.82E-05,1.72E-05,1.48E-05,1.26E-05,,
9.99E-06,1.72E-05,1.82E-05,1.72E-05,1.48E-05,,
9.99E-06,1.42E-05,1.72E-05,1.82E-05,1.72E-05,,
9.99E-06,1.34E-05,1.42E-05,1.72E-05,1.82E-05,,
9.99E-06,1.27E-05,1.34E-05,1.42E-05,1.72E-05,,
9.99E-06,1.23E-05,1.27E-05,1.34E-05,1.42E-05,,
9.99E-06,1.31E-05,1.23E-05,1.27E-05,1.34E-05,,
9.99E-06,1.94E-05,1.31E-05,1.23E-05,1.27E-05,,
9.99E-06,2.30E-05,1.94E-05,1.31E-05,1.23E-05,,
9.99E-06,2.31E-05,2.30E-05,1.94E-05,1.31E-05,,
9.99E-06,2.22E-05,2.31E-05,2.30E-05,1.94E-05,,
9.99E-06,2.13E-05,2.22E-05,2.31E-05,2.30E-05,,
9.99E-06,1.91E-05,2.13E-05,2.22E-05,2.31E-05,,
9.99E-06,1.74E-05,1.91E-05,2.13E-05,2.22E-05,,
9.99E-06,1.74E-05,1.74E-05,1.91E-05,2.13E-05,,
9.99E-06,1.93E-05,1.74E-05,1.74E-05,1.91E-05,,
9.99E-06,2.45E-05,1.93E-05,1.74E-05,1.74E-05,,
9.99E-06,2.53E-05,2.45E-05,1.93E-05,1.74E-05,,
9.99E-06,2.39E-05,2.53E-05,2.45E-05,1.93E-05,,
9.99E-06,2.19E-05,2.39E-05,2.53E-05,2.45E-05,,
9.99E-06,2.03E-05,2.19E-05,2.39E-05,2.53E-05,,
9.99E-06,1.72E-05,2.03E-05,2.19E-05,2.39E-05,,
9.99E-06,1.63E-05,1.72E-05,2.03E-05,2.19E-05,,
9.99E-06,1.63E-05,1.63E-05,1.72E-05,2.03E-05,,
9.99E-06,1.79E-05,1.63E-05,1.63E-05,1.72E-05,,
9.99E-06,1.85E-05,1.79E-05,1.63E-05,1.63E-05,,
9.99E-06,1.58E-05,1.85E-05,1.79E-05,1.63E-05,,
9.99E-06,1.26E-05,1.58E-05,1.85E-05,1.79E-05,,
9.99E-06,9.29E-06,1.26E-05,1.58E-05,1.85E-05,,
9.99E-06,6.49E-06,9.29E-06,1.26E-05,1.58E-05,,
9.99E-06,4.63E-06,6.49E-06,9.29E-06,1.26E-05,,
9.99E-06,4.71E-06,4.63E-06,6.49E-06,9.29E-06,,
9.99E-06,4.49E-06,4.71E-06,4.63E-06,6.49E-06,,
9.99E-06,5.06E-06,4.49E-06,4.71E-06,4.63E-06,,
9.99E-06,5.40E-06,5.06E-06,4.49E-06,4.71E-06,,
9.99E-06,5.14E-06,5.40E-06,5.06E-06,4.49E-06,,
9.99E-06,4.15E-06,5.14E-06,5.40E-06,5.06E-06,,
9.99E-06,3.01E-06,4.15E-06,5.14E-06,5.40E-06,,
9.99E-06,2.62E-06,3.01E-06,4.15E-06,5.14E-06,,
9.99E-06,2.50E-06,2.62E-06,3.01E-06,4.15E-06,,
9.99E-06,2.91E-06,2.50E-06,2.62E-06,3.01E-06,,
9.99E-06,3.75E-06,2.91E-06,2.50E-06,2.62E-06,,
9.99E-06,7.02E-06,3.75E-06,2.91E-06,2.50E-06,,
9.99E-06,9.90E-06,7.02E-06,3.75E-06,2.91E-06,,
9.99E-06,1.11E-05,9.90E-06,7.02E-06,3.75E-06,,
9.99E-06,1.10E-05,1.11E-05,9.90E-06,7.02E-06,,
9.99E-06,1.05E-05,1.10E-05,1.11E-05,9.90E-06,,
9.99E-06,8.90E-06,1.05E-05,1.10E-05,1.11E-05,,
9.99E-06,8.04E-06,8.90E-06,1.05E-05,1.10E-05,,
9.99E-06,8.55E-06,8.04E-06,8.90E-06,1.05E-05,,
9.99E-06,9.24E-06,8.55E-06,8.04E-06,8.90E-06,,
9.99E-06,1.13E-05,9.24E-06,8.55E-06,8.04E-06,,
9.99E-06,1.19E-05,1.13E-05,9.24E-06,8.55E-06,,
9.99E-06,1.01E-05,1.19E-05,1.13E-05,9.24E-06,,
9.99E-06,6.97E-06,1.01E-05,1.19E-05,1.13E-05,,
9.99E-06,5.60E-06,6.97E-06,1.01E-05,1.19E-05,,
9.99E-06,4.71E-06,5.60E-06,6.97E-06,1.01E-05,,
9.99E-06,4.48E-06,4.71E-06,5.60E-06,6.97E-06,,
9.99E-06,4.49E-06,4.48E-06,4.71E-06,5.60E-06,,
9.99E-06,5.16E-06,4.49E-06,4.48E-06,4.71E-06,,
9.99E-06,4.84E-06,5.16E-06,4.49E-06,4.48E-06,,
9.99E-06,3.45E-06,4.84E-06,5.16E-06,4.49E-06,,
9.99E-06,2.10E-06,3.45E-06,4.84E-06,5.16E-06,,
9.99E-06,1.18E-06,2.10E-06,3.45E-06,4.84E-06,,
9.99E-06,1.02E-06,1.18E-06,2.10E-06,3.45E-06,,
9.99E-06,1.08E-06,1.02E-06,1.18E-06,2.10E-06,,
9.99E-06,1.27E-06,1.08E-06,1.02E-06,1.18E-06,,
9.99E-06,1.65E-06,1.27E-06,1.08E-06,1.02E-06,,
9.99E-06,3.62E-06,1.65E-06,1.27E-06,1.08E-06,,
9.99E-06,6.47E-06,3.62E-06,1.65E-06,1.27E-06,,
9.99E-06,7.91E-06,6.47E-06,3.62E-06,1.65E-06,,
9.99E-06,7.60E-06,7.91E-06,6.47E-06,3.62E-06,,
9.99E-06,6.86E-06,7.60E-06,7.91E-06,6.47E-06,,
9.99E-06,6.48E-06,6.86E-06,7.60E-06,7.91E-06,,
9.99E-06,5.46E-06,6.48E-06,6.86E-06,7.60E-06,,
9.99E-06,5.45E-06,5.46E-06,6.48E-06,6.86E-06,,
9.99E-06,7.40E-06,5.45E-06,5.46E-06,6.48E-06,,
9.99E-06,9.41E-06,7.40E-06,5.45E-06,5.46E-06,,
9.99E-06,8.35E-06,9.41E-06,7.40E-06,5.45E-06,,
9.99E-06,6.62E-06,8.35E-06,9.41E-06,7.40E-06,,
9.99E-06,4.63E-06,6.62E-06,8.35E-06,9.41E-06,,
9.99E-06,2.74E-06,4.63E-06,6.62E-06,8.35E-06,,
9.99E-06,1.72E-06,2.74E-06,4.63E-06,6.62E-06,,
9.99E-06,1.22E-06,1.72E-06,2.74E-06,4.63E-06,,
9.99E-06,9.68E-07,1.22E-06,1.72E-06,2.74E-06,,
9.99E-06,1.13E-06,9.68E-07,1.22E-06,1.72E-06,,
9.99E-06,1.62E-06,1.13E-06,9.68E-07,1.22E-06,,
9.99E-06,2.15E-06,1.62E-06,1.13E-06,9.68E-07,,
9.99E-06,2.88E-06,2.15E-06,1.62E-06,1.13E-06,,
9.99E-06,3.87E-06,2.88E-06,2.15E-06,1.62E-06,,
9.99E-06,4.22E-06,3.87E-06,2.88E-06,2.15E-06,,
9.99E-06,4.17E-06,4.22E-06,3.87E-06,2.88E-06,,
9.99E-06,4.65E-06,4.17E-06,4.22E-06,3.87E-06,,
9.99E-06,5.61E-06,4.65E-06,4.17E-06,4.22E-06,,
9.99E-06,7.24E-06,5.61E-06,4.65E-06,4.17E-06,,
9.99E-06,9.34E-06,7.24E-06,5.61E-06,4.65E-06,,
9.99E-06,8.39E-06,9.34E-06,7.24E-06,5.61E-06,,
9.99E-06,6.30E-06,8.39E-06,9.34E-06,7.24E-06,,
9.99E-06,4.38E-06,6.30E-06,8.39E-06,9.34E-06,,
9.99E-06,2.53E-06,4.38E-06,6.30E-06,8.39E-06,,
9.99E-06,1.53E-06,2.53E-06,4.38E-06,6.30E-06,,
9.99E-06,1.42E-06,1.53E-06,2.53E-06,4.38E-06,,
9.99E-06,1.17E-06,1.42E-06,1.53E-06,2.53E-06,,
9.99E-06,8.01E-07,1.17E-06,1.42E-06,1.53E-06,,
9.99E-06,5.33E-07,8.01E-07,1.17E-06,1.42E-06,,
9.99E-06,6.35E-07,5.33E-07,8.01E-07,1.17E-06,,
9.99E-06,1.09E-06,6.35E-07,5.33E-07,8.01E-07,,
9.99E-06,1.58E-06,1.09E-06,6.35E-07,5.33E-07,,
9.99E-06,1.84E-06,1.58E-06,1.09E-06,6.35E-07,,
9.99E-06,2.10E-06,1.84E-06,1.58E-06,1.09E-06,,
9.99E-06,2.85E-06,2.10E-06,1.84E-06,1.58E-06,,
9.99E-06,4.74E-06,2.85E-06,2.10E-06,1.84E-06,,
9.99E-06,6.69E-06,4.74E-06,2.85E-06,2.10E-06,,
9.99E-06,7.81E-06,6.69E-06,4.74E-06,2.85E-06,,
9.99E-06,7.07E-06,7.81E-06,6.69E-06,4.74E-06,,
9.99E-06,5.12E-06,7.07E-06,7.81E-06,6.69E-06,,
9.99E-06,2.78E-06,5.12E-06,7.07E-06,7.81E-06,,
9.99E-06,1.90E-06,2.78E-06,5.12E-06,7.07E-06,,
9.99E-06,1.62E-06,1.90E-06,2.78E-06,5.12E-06,,
9.99E-06,1.10E-06,1.62E-06,1.90E-06,2.78E-06,,
9.99E-06,7.97E-07,1.10E-06,1.62E-06,1.90E-06,,
9.99E-06,5.22E-07,7.97E-07,1.10E-06,1.62E-06,,
9.99E-06,6.33E-07,5.22E-07,7.97E-07,1.10E-06,,
9.99E-06,1.26E-06,6.33E-07,5.22E-07,7.97E-07,,
9.99E-06,1.71E-06,1.26E-06,6.33E-07,5.22E-07,,
9.99E-06,2.18E-06,1.71E-06,1.26E-06,6.33E-07,,
9.99E-06,2.58E-06,2.18E-06,1.71E-06,1.26E-06,,
9.99E-06,2.77E-06,2.58E-06,2.18E-06,1.71E-06,,
9.99E-06,3.46E-06,2.77E-06,2.58E-06,2.18E-06,,
9.99E-06,5.33E-06,3.46E-06,2.77E-06,2.58E-06,,
9.99E-06,6.37E-06,5.33E-06,3.46E-06,2.77E-06,,
9.99E-06,5.63E-06,6.37E-06,5.33E-06,3.46E-06,,
9.99E-06,3.60E-06,5.63E-06,6.37E-06,5.33E-06,,
9.99E-06,2.12E-06,3.60E-06,5.63E-06,6.37E-06,,
9.99E-06,1.27E-06,2.12E-06,3.60E-06,5.63E-06,,
9.99E-06,6.41E-07,1.27E-06,2.12E-06,3.60E-06,,
9.99E-06,2.43E-07,6.41E-07,1.27E-06,2.12E-06,,
9.99E-06,9.99E-08,2.43E-07,6.41E-07,1.27E-06,,
9.99E-06,4.22E-07,9.99E-08,2.43E-07,6.41E-07,,
9.99E-06,1.69E-06,4.22E-07,9.99E-08,2.43E-07,,
9.99E-06,2.98E-06,1.69E-06,4.22E-07,9.99E-08,,
9.99E-06,3.71E-06,2.98E-06,1.69E-06,4.22E-07,,
9.99E-06,3.92E-06,3.71E-06,2.98E-06,1.69E-06,,
9.99E-06,3.85E-06,3.92E-06,3.71E-06,2.98E-06,,
9.99E-06,3.82E-06,3.85E-06,3.92E-06,3.71E-06,,
9.99E-06,4.36E-06,3.82E-06,3.85E-06,3.92E-06,,
9.99E-06,5.19E-06,4.36E-06,3.82E-06,3.85E-06,,
9.99E-06,4.94E-06,5.19E-06,4.36E-06,3.82E-06,,
9.99E-06,2.85E-06,4.94E-06,5.19E-06,4.36E-06,,
9.99E-06,9.20E-07,2.85E-06,4.94E-06,5.19E-06,,
9.99E-06,1.00E-07,9.20E-07,2.85E-06,4.94E-06,,
9.99E-06,1.86E-07,1.00E-07,9.20E-07,2.85E-06,,
9.99E-06,5.15E-07,1.86E-07,1.00E-07,9.20E-07,,
9.99E-06,7.76E-07,5.15E-07,1.86E-07,1.00E-07,,
9.99E-06,9.77E-07,7.76E-07,5.15E-07,1.86E-07,,
9.99E-06,1.93E-06,9.77E-07,7.76E-07,5.15E-07,,
9.99E-06,4.04E-06,1.93E-06,9.77E-07,7.76E-07,,
9.99E-06,5.39E-06,4.04E-06,1.93E-06,9.77E-07,,
9.99E-06,4.70E-06,5.39E-06,4.04E-06,1.93E-06,,
9.99E-06,3.77E-06,4.70E-06,5.39E-06,4.04E-06,,
9.99E-06,2.75E-06,3.77E-06,4.70E-06,5.39E-06,,
9.99E-06,1.77E-06,2.75E-06,3.77E-06,4.70E-06,,
9.99E-06,1.42E-06,1.77E-06,2.75E-06,3.77E-06,,
9.99E-06,1.21E-06,1.42E-06,1.77E-06,2.75E-06,,
9.99E-06,4.32E-07,1.21E-06,1.42E-06,1.77E-06,,
9.99E-06,2.20E-07,4.32E-07,1.21E-06,1.42E-06,,
9.99E-06,9.91E-07,2.20E-07,4.32E-07,1.21E-06,,
9.99E-06,2.47E-06,9.91E-07,2.20E-07,4.32E-07,,
9.99E-06,3.85E-06,2.47E-06,9.91E-07,2.20E-07,,
9.99E-06,3.76E-06,3.85E-06,2.47E-06,9.91E-07,,
9.99E-06,3.37E-06,3.76E-06,3.85E-06,2.47E-06,,
9.99E-06,3.78E-06,3.37E-06,3.76E-06,3.85E-06,,
9.99E-06,3.88E-06,3.78E-06,3.37E-06,3.76E-06,,
9.99E-06,3.63E-06,3.88E-06,3.78E-06,3.37E-06,,
9.99E-06,2.34E-06,3.63E-06,3.88E-06,3.78E-06,,
9.99E-06,8.34E-07,2.34E-06,3.63E-06,3.88E-06,,
9.99E-06,6.98E-08,8.34E-07,2.34E-06,3.63E-06,,
9.99E-06,3.16E-07,6.98E-08,8.34E-07,2.34E-06,,
9.99E-06,9.00E-07,3.16E-07,6.98E-08,8.34E-07,,
9.99E-06,1.19E-06,9.00E-07,3.16E-07,6.98E-08,,
9.99E-06,1.63E-06,1.19E-06,9.00E-07,3.16E-07,,
9.99E-06,2.35E-06,1.63E-06,1.19E-06,9.00E-07,,
9.99E-06,3.37E-06,2.35E-06,1.63E-06,1.19E-06,,
9.99E-06,4.16E-06,3.37E-06,2.35E-06,1.63E-06,,
9.99E-06,3.80E-06,4.16E-06,3.37E-06,2.35E-06,,
9.99E-06,2.33E-06,3.80E-06,4.16E-06,3.37E-06,,
9.99E-06,8.90E-07,2.33E-06,3.80E-06,4.16E-06,,
9.99E-06,5.11E-07,8.90E-07,2.33E-06,3.80E-06,,
9.99E-06,1.27E-07,5.11E-07,8.90E-07,2.33E-06,,
9.99E-06,1.10E-07,1.27E-07,5.11E-07,8.90E-07,,
9.99E-06,2.85E-07,1.10E-07,1.27E-07,5.11E-07,,
9.99E-06,8.63E-07,2.85E-07,1.10E-07,1.27E-07,,
9.99E-06,2.61E-06,8.63E-07,2.85E-07,1.10E-07,,
9.99E-06,3.26E-06,2.61E-06,8.63E-07,2.85E-07,,
9.99E-06,2.83E-06,3.26E-06,2.61E-06,8.63E-07,,
9.99E-06,3.01E-06,2.83E-06,3.26E-06,2.61E-06,,
9.99E-06,2.73E-06,3.01E-06,2.83E-06,3.26E-06,,
9.99E-06,1.88E-06,2.73E-06,3.01E-06,2.83E-06,,
9.99E-06,1.24E-06,1.88E-06,2.73E-06,3.01E-06,,
9.99E-06,5.97E-07,1.24E-06,1.88E-06,2.73E-06,,
9.99E-06,5.30E-08,5.97E-07,1.24E-06,1.88E-06,,
9.99E-06,6.10E-07,5.30E-08,5.97E-07,1.24E-06,,
9.99E-06,1.41E-06,6.10E-07,5.30E-08,5.97E-07,,
9.99E-06,2.17E-06,1.41E-06,6.10E-07,5.30E-08,,
9.99E-06,2.73E-06,2.17E-06,1.41E-06,6.10E-07,,
9.99E-06,2.82E-06,2.73E-06,2.17E-06,1.41E-06,,
9.99E-06,2.81E-06,2.82E-06,2.73E-06,2.17E-06,,
9.99E-06,2.75E-06,2.81E-06,2.82E-06,2.73E-06,,
9.99E-06,2.15E-06,2.75E-06,2.81E-06,2.82E-06,,
9.99E-06,8.49E-07,2.15E-06,2.75E-06,2.81E-06,,
9.99E-06,3.10E-08,8.49E-07,2.15E-06,2.75E-06,,
9.99E-06,1.86E-07,3.10E-08,8.49E-07,2.15E-06,,
9.99E-06,7.74E-07,1.86E-07,3.10E-08,8.49E-07,,
9.99E-06,1.32E-06,7.74E-07,1.86E-07,3.10E-08,,
9.99E-06,1.55E-06,1.32E-06,7.74E-07,1.86E-07,,
9.99E-06,2.20E-06,1.55E-06,1.32E-06,7.74E-07,,
9.99E-06,2.68E-06,2.20E-06,1.55E-06,1.32E-06,,
9.99E-06,2.98E-06,2.68E-06,2.20E-06,1.55E-06,,
9.99E-06,2.43E-06,2.98E-06,2.68E-06,2.20E-06,,
