InputPower,OutputPowerWithoutDelay,FiberLength,PreviousOutputPowerWithoutDelay
0.000999001,1.49E-05,90,1.42E-05
0.000999001,1.56E-05,90,1.49E-05
0.000999001,1.54E-05,90,1.56E-05
0.000999001,1.41E-05,90,1.54E-05
0.000999001,1.33E-05,90,1.41E-05
0.000999001,1.35E-05,90,1.33E-05
0.000999001,1.50E-05,90,1.35E-05
0.000999001,1.70E-05,90,1.50E-05
0.000999001,1.90E-05,90,1.70E-05
0.000999001,2.01E-05,90,1.90E-05
0.000999001,1.96E-05,90,2.01E-05
0.000999001,1.78E-05,90,1.96E-05
0.000999001,1.57E-05,90,1.78E-05
0.000999001,1.46E-05,90,1.57E-05
0.000999001,1.38E-05,90,1.46E-05
0.000999001,1.39E-05,90,1.38E-05
0.000999001,1.42E-05,90,1.39E-05
0.000999001,1.42E-05,90,1.42E-05
0.000999001,1.36E-05,90,1.42E-05
0.000999001,1.23E-05,90,1.36E-05
0.000999001,1.04E-05,90,1.23E-05
0.000999001,8.82E-06,90,1.04E-05
0.000999001,7.94E-06,90,8.82E-06
0.000999001,7.21E-06,90,7.94E-06
0.000999001,6.66E-06,90,7.21E-06
0.000999001,6.32E-06,90,6.66E-06
0.000999001,6.32E-06,90,6.32E-06
0.000999001,6.15E-06,90,6.32E-06
0.000999001,5.87E-06,90,6.15E-06
0.000999001,5.13E-06,90,5.87E-06
0.000999001,4.29E-06,90,5.13E-06
0.000999001,3.69E-06,90,4.29E-06
0.000999001,3.37E-06,90,3.69E-06
0.000999001,3.39E-06,90,3.37E-06
0.000999001,3.75E-06,90,3.39E-06
0.000949268,4.12E-06,90,3.75E-06
0.000610066,4.20E-06,90,4.12E-06
0.000199721,4.21E-06,90,4.20E-06
3.75E-05,4.53E-06,90,4.21E-06
6.13E-06,5.08E-06,90,4.53E-06
1.74E-06,5.51E-06,90,5.08E-06
1.11E-06,6.37E-06,90,5.51E-06
1.01E-06,7.29E-06,90,6.37E-06
1.00E-06,7.76E-06,90,7.29E-06
9.99E-07,7.36E-06,90,7.76E-06
9.99E-07,6.01E-06,90,7.36E-06
9.99E-07,4.80E-06,90,6.01E-06
9.99E-07,4.30E-06,90,4.80E-06
9.99E-07,4.21E-06,90,4.30E-06
9.99E-07,4.13E-06,90,4.21E-06
9.99E-07,3.53E-06,90,4.13E-06
9.99E-07,3.03E-06,90,3.53E-06
9.99E-07,2.74E-06,90,3.03E-06
9.99E-07,2.75E-06,90,2.74E-06
9.99E-07,3.04E-06,90,2.75E-06
9.99E-07,3.51E-06,90,3.04E-06
9.99E-07,3.92E-06,90,3.51E-06
9.99E-07,4.20E-06,90,3.92E-06
9.99E-07,4.73E-06,90,4.20E-06
9.99E-07,5.37E-06,90,4.73E-06
9.99E-07,5.58E-06,90,5.37E-06
9.99E-07,5.21E-06,90,5.58E-06
9.99E-07,5.10E-06,90,5.21E-06
9.99E-07,5.37E-06,90,5.10E-06
9.99E-07,5.42E-06,90,5.37E-06
9.99E-07,5.15E-06,90,5.42E-06
9.99E-07,5.04E-06,90,5.15E-06
9.99E-07,5.36E-06,90,5.04E-06
9.99E-07,5.38E-06,90,5.36E-06
9.99E-07,4.54E-06,90,5.38E-06
9.99E-07,3.50E-06,90,4.54E-06
9.99E-07,2.82E-06,90,3.50E-06
9.99E-07,2.27E-06,90,2.82E-06
9.99E-07,1.88E-06,90,2.27E-06
9.99E-07,1.67E-06,90,1.88E-06
9.99E-07,1.64E-06,90,1.67E-06
9.99E-07,1.70E-06,90,1.64E-06
9.99E-07,1.92E-06,90,1.70E-06
9.99E-07,2.01E-06,90,1.92E-06
9.99E-07,2.23E-06,90,2.01E-06
9.99E-07,2.55E-06,90,2.23E-06
9.99E-07,2.28E-06,90,2.55E-06
9.99E-07,1.77E-06,90,2.28E-06
9.99E-07,1.55E-06,90,1.77E-06
9.99E-07,1.97E-06,90,1.55E-06
9.99E-07,2.81E-06,90,1.97E-06
9.99E-07,3.73E-06,90,2.81E-06
9.99E-07,4.56E-06,90,3.73E-06
9.99E-07,4.57E-06,90,4.56E-06
9.99E-07,3.75E-06,90,4.57E-06
9.99E-07,2.90E-06,90,3.75E-06
9.99E-07,2.43E-06,90,2.90E-06
9.99E-07,2.00E-06,90,2.43E-06
9.99E-07,1.70E-06,90,2.00E-06
9.99E-07,1.75E-06,90,1.70E-06
9.99E-07,1.87E-06,90,1.75E-06
9.99E-07,1.56E-06,90,1.87E-06
9.99E-07,1.27E-06,90,1.56E-06
9.99E-07,1.44E-06,90,1.27E-06
5.07E-05,1.96E-06,90,1.44E-06
0.000389934,2.39E-06,90,1.96E-06
0.000800279,2.80E-06,90,2.39E-06
0.000962522,3.55E-06,90,2.80E-06
0.000993874,3.93E-06,90,3.55E-06
0.000998258,3.80E-06,90,3.93E-06
0.000998893,3.61E-06,90,3.80E-06
0.000998988,3.72E-06,90,3.61E-06
0.000999,4.32E-06,90,3.72E-06
0.000999001,5.23E-06,90,4.32E-06
0.000999001,5.89E-06,90,5.23E-06
0.000999001,6.35E-06,90,5.89E-06
0.000999001,7.19E-06,90,6.35E-06
0.000999001,8.61E-06,90,7.19E-06
0.000999001,1.07E-05,90,8.61E-06
0.000999001,1.29E-05,90,1.07E-05
0.000999001,1.40E-05,90,1.29E-05
0.000999001,1.42E-05,90,1.40E-05
0.000999001,1.42E-05,90,1.42E-05
0.000999001,1.54E-05,90,1.42E-05
0.000999001,1.72E-05,90,1.54E-05
0.000999001,1.85E-05,90,1.72E-05
0.000999001,1.98E-05,90,1.85E-05
0.000999001,2.07E-05,90,1.98E-05
0.000999001,1.92E-05,90,2.07E-05
0.000999001,1.67E-05,90,1.92E-05
0.000999001,1.46E-05,90,1.67E-05
0.000999001,1.35E-05,90,1.46E-05
0.000999001,1.31E-05,90,1.35E-05
0.000999001,1.26E-05,90,1.31E-05
0.000999001,1.25E-05,90,1.26E-05
0.000999001,1.24E-05,90,1.25E-05
0.000999001,1.20E-05,90,1.24E-05
0.000999001,1.13E-05,90,1.20E-05
0.000999001,1.04E-05,90,1.13E-05
0.000999001,9.71E-06,90,1.04E-05
0.000999001,9.20E-06,90,9.71E-06
0.000999001,8.90E-06,90,9.20E-06
0.000999001,8.82E-06,90,8.90E-06
0.000999001,9.53E-06,90,8.82E-06
0.000999001,1.14E-05,90,9.53E-06
0.000999001,1.35E-05,90,1.14E-05
0.000999001,1.48E-05,90,1.35E-05
0.000999001,1.55E-05,90,1.48E-05
0.000999001,1.61E-05,90,1.55E-05
0.000999001,1.69E-05,90,1.61E-05
0.000999001,1.71E-05,90,1.69E-05
0.000999001,1.77E-05,90,1.71E-05
0.000999001,1.88E-05,90,1.77E-05
0.000999001,1.94E-05,90,1.88E-05
0.000999001,2.03E-05,90,1.94E-05
0.000999001,2.14E-05,90,2.03E-05
0.000999001,2.28E-05,90,2.14E-05
0.000999001,2.51E-05,90,2.28E-05
0.000999001,2.76E-05,90,2.51E-05
0.000999001,2.84E-05,90,2.76E-05
0.000999001,2.71E-05,90,2.84E-05
0.000999001,2.67E-05,90,2.71E-05
0.000999001,2.69E-05,90,2.67E-05
0.000999001,2.73E-05,90,2.69E-05
0.000999001,2.75E-05,90,2.73E-05
0.000999001,2.82E-05,90,2.75E-05
0.000999001,2.90E-05,90,2.82E-05
0.000999001,2.86E-05,90,2.90E-05
0.000999001,2.62E-05,90,2.86E-05
0.000999001,2.31E-05,90,2.62E-05
0.000999001,2.07E-05,90,2.31E-05
0.000999001,1.95E-05,90,2.07E-05
0.000999001,2.02E-05,90,1.95E-05
0.000999001,2.19E-05,90,2.02E-05
0.000999001,2.31E-05,90,2.19E-05
0.000999001,2.43E-05,90,2.31E-05
0.000999001,2.50E-05,90,2.43E-05
0.000999001,2.47E-05,90,2.50E-05
0.000999001,2.34E-05,90,2.47E-05
0.000999001,2.32E-05,90,2.34E-05
0.000999001,2.38E-05,90,2.32E-05
0.000999001,2.27E-05,90,2.38E-05
0.000999001,1.98E-05,90,2.27E-05
0.000999001,1.80E-05,90,1.98E-05
0.000999001,1.76E-05,90,1.80E-05
0.000999001,1.69E-05,90,1.76E-05
0.000999001,1.57E-05,90,1.69E-05
0.000999001,1.46E-05,90,1.57E-05
0.000999001,1.36E-05,90,1.46E-05
0.000999001,1.26E-05,90,1.36E-05
0.000999001,1.21E-05,90,1.26E-05
0.000999001,1.19E-05,90,1.21E-05
0.000999001,1.21E-05,90,1.19E-05
0.000999001,1.25E-05,90,1.21E-05
0.000999001,1.27E-05,90,1.25E-05
0.000999001,1.22E-05,90,1.27E-05
0.000999001,1.19E-05,90,1.22E-05
0.000999001,1.24E-05,90,1.19E-05
0.000999001,1.36E-05,90,1.24E-05
0.000999001,1.40E-05,90,1.36E-05
0.000999001,1.37E-05,90,1.40E-05
0.000999001,1.41E-05,90,1.37E-05
0.000999001,1.59E-05,90,1.41E-05
0.000999001,1.74E-05,90,1.59E-05
0.000999001,1.85E-05,90,1.74E-05
0.000999001,1.94E-05,90,1.85E-05
0.000999001,1.88E-05,90,1.94E-05
0.000999001,1.66E-05,90,1.88E-05
0.000999001,1.39E-05,90,1.66E-05
0.000999001,1.19E-05,90,1.39E-05
0.000999001,1.09E-05,90,1.19E-05
0.000999001,1.06E-05,90,1.09E-05
0.000999001,1.07E-05,90,1.06E-05
0.000999001,1.15E-05,90,1.07E-05
0.000999001,1.15E-05,90,1.15E-05
0.000999001,1.07E-05,90,1.15E-05
0.000999001,9.39E-06,90,1.07E-05
0.000999001,8.02E-06,90,9.39E-06
0.000999001,7.17E-06,90,8.02E-06
0.000999001,6.66E-06,90,7.17E-06
0.000999001,5.73E-06,90,6.66E-06
0.000999001,4.58E-06,90,5.73E-06
0.000999001,3.94E-06,90,4.58E-06
0.000999001,3.92E-06,90,3.94E-06
0.000999001,3.91E-06,90,3.92E-06
0.000999001,3.47E-06,90,3.91E-06
0.000999001,3.26E-06,90,3.47E-06
0.000999001,3.33E-06,90,3.26E-06
0.000999001,3.13E-06,90,3.33E-06
0.000999001,2.56E-06,90,3.13E-06
0.000999001,2.35E-06,90,2.56E-06
0.000999001,2.52E-06,90,2.35E-06
0.000949268,2.88E-06,90,2.52E-06
0.000610066,2.94E-06,90,2.88E-06
0.000199721,2.81E-06,90,2.94E-06
3.75E-05,2.15E-06,90,2.81E-06
6.13E-06,1.44E-06,90,2.15E-06
1.74E-06,1.16E-06,90,1.44E-06
1.11E-06,1.26E-06,90,1.16E-06
1.01E-06,1.44E-06,90,1.26E-06
1.00E-06,1.49E-06,90,1.44E-06
9.99E-07,1.29E-06,90,1.49E-06
9.99E-07,1.15E-06,90,1.29E-06
9.99E-07,1.09E-06,90,1.15E-06
9.99E-07,9.55E-07,90,1.09E-06
9.99E-07,9.97E-07,90,9.55E-07
9.99E-07,1.41E-06,90,9.97E-07
9.99E-07,2.01E-06,90,1.41E-06
9.99E-07,2.94E-06,90,2.01E-06
9.99E-07,3.85E-06,90,2.94E-06
9.99E-07,4.09E-06,90,3.85E-06
9.99E-07,3.65E-06,90,4.09E-06
9.99E-07,3.38E-06,90,3.65E-06
9.99E-07,3.51E-06,90,3.38E-06
9.99E-07,3.57E-06,90,3.51E-06
9.99E-07,3.52E-06,90,3.57E-06
9.99E-07,3.96E-06,90,3.52E-06
9.99E-07,4.50E-06,90,3.96E-06
9.99E-07,4.95E-06,90,4.50E-06
9.99E-07,5.25E-06,90,4.95E-06
9.99E-07,5.90E-06,90,5.25E-06
9.99E-07,6.63E-06,90,5.90E-06
9.99E-07,6.99E-06,90,6.63E-06
9.99E-07,6.29E-06,90,6.99E-06
9.99E-07,5.49E-06,90,6.29E-06
9.99E-07,5.15E-06,90,5.49E-06
9.99E-07,5.82E-06,90,5.15E-06
9.99E-07,6.53E-06,90,5.82E-06
9.99E-07,6.38E-06,90,6.53E-06
9.99E-07,5.54E-06,90,6.38E-06
9.99E-07,4.93E-06,90,5.54E-06
9.99E-07,4.44E-06,90,4.93E-06
9.99E-07,4.03E-06,90,4.44E-06
9.99E-07,3.40E-06,90,4.03E-06
9.99E-07,2.57E-06,90,3.40E-06
9.99E-07,1.87E-06,90,2.57E-06
9.99E-07,1.79E-06,90,1.87E-06
9.99E-07,1.98E-06,90,1.79E-06
9.99E-07,1.98E-06,90,1.98E-06
9.99E-07,2.14E-06,90,1.98E-06
9.99E-07,2.73E-06,90,2.14E-06
9.99E-07,3.36E-06,90,2.73E-06
9.99E-07,3.84E-06,90,3.36E-06
9.99E-07,4.39E-06,90,3.84E-06
9.99E-07,4.63E-06,90,4.39E-06
9.99E-07,3.85E-06,90,4.63E-06
9.99E-07,2.43E-06,90,3.85E-06
9.99E-07,1.32E-06,90,2.43E-06
9.99E-07,6.98E-07,90,1.32E-06
9.99E-07,4.29E-07,90,6.98E-07
9.99E-07,5.00E-07,90,4.29E-07
9.99E-07,8.83E-07,90,5.00E-07
9.99E-07,1.23E-06,90,8.83E-07
9.99E-07,1.36E-06,90,1.23E-06
9.99E-07,1.50E-06,90,1.36E-06
9.99E-07,1.84E-06,90,1.50E-06
5.07E-05,2.24E-06,90,1.84E-06
0.000389934,2.62E-06,90,2.24E-06
0.000800279,3.09E-06,90,2.62E-06
0.000962522,3.81E-06,90,3.09E-06
0.000993874,4.53E-06,90,3.81E-06
0.000998258,4.65E-06,90,4.53E-06
0.000998893,4.74E-06,90,4.65E-06
0.000998988,5.37E-06,90,4.74E-06
0.000999,6.20E-06,90,5.37E-06
0.000999001,6.67E-06,90,6.20E-06
0.000999001,6.57E-06,90,6.67E-06
0.000999001,6.81E-06,90,6.57E-06
0.000999001,7.24E-06,90,6.81E-06
0.000999001,7.76E-06,90,7.24E-06
0.000999001,8.59E-06,90,7.76E-06
0.000999001,9.77E-06,90,8.59E-06
0.000999001,1.06E-05,90,9.77E-06
0.000999001,1.10E-05,90,1.06E-05
0.000999001,1.10E-05,90,1.10E-05
0.000999001,1.15E-05,90,1.10E-05
0.000999001,1.19E-05,90,1.15E-05
0.000999001,1.20E-05,90,1.19E-05
0.000999001,1.20E-05,90,1.20E-05
0.000999001,1.20E-05,90,1.20E-05
0.000999001,1.13E-05,90,1.20E-05
0.000999001,1.13E-05,90,1.13E-05
0.000999001,1.14E-05,90,1.13E-05
0.000999001,1.14E-05,90,1.14E-05
0.000999001,1.24E-05,90,1.14E-05
0.000999001,1.43E-05,90,1.24E-05
0.000999001,1.61E-05,90,1.43E-05
0.000999001,1.83E-05,90,1.61E-05
0.000999001,1.95E-05,90,1.83E-05
0.000999001,1.93E-05,90,1.95E-05
0.000999001,1.86E-05,90,1.93E-05
0.000999001,1.94E-05,90,1.86E-05
0.000999001,2.08E-05,90,1.94E-05
0.000999001,2.07E-05,90,2.08E-05
0.000999001,2.04E-05,90,2.07E-05
0.000999001,2.10E-05,90,2.04E-05
0.000999001,2.18E-05,90,2.10E-05
0.000999001,2.18E-05,90,2.18E-05
0.000999001,2.03E-05,90,2.18E-05
0.000999001,1.82E-05,90,2.03E-05
0.000999001,1.65E-05,90,1.82E-05
0.000999001,1.58E-05,90,1.65E-05
0.000999001,1.55E-05,90,1.58E-05
0.000999001,1.46E-05,90,1.55E-05
0.000999001,1.34E-05,90,1.46E-05
0.000999001,1.20E-05,90,1.34E-05
0.000999001,1.13E-05,90,1.20E-05
0.000999001,1.19E-05,90,1.13E-05
0.000999001,1.30E-05,90,1.19E-05
0.000999001,1.41E-05,90,1.30E-05
0.000999001,1.53E-05,90,1.41E-05
0.000999001,1.67E-05,90,1.53E-05
0.000999001,1.81E-05,90,1.67E-05
0.000999001,2.06E-05,90,1.81E-05
0.000999001,2.27E-05,90,2.06E-05
0.000999001,2.34E-05,90,2.27E-05
0.000999001,2.36E-05,90,2.34E-05
0.000999001,2.32E-05,90,2.36E-05
0.000999001,2.19E-05,90,2.32E-05
0.000999001,2.04E-05,90,2.19E-05
0.000999001,1.90E-05,90,2.04E-05
0.000999001,1.78E-05,90,1.90E-05
0.000999001,1.72E-05,90,1.78E-05
0.000999001,1.80E-05,90,1.72E-05
0.000999001,2.04E-05,90,1.80E-05
0.000999001,2.39E-05,90,2.04E-05
0.000999001,2.73E-05,90,2.39E-05
0.000999001,2.91E-05,90,2.73E-05
0.000999001,2.96E-05,90,2.91E-05
0.000999001,2.83E-05,90,2.96E-05
0.000999001,2.64E-05,90,2.83E-05
0.000999001,2.55E-05,90,2.64E-05
0.000999001,2.42E-05,90,2.55E-05
0.000999001,2.23E-05,90,2.42E-05
0.000999001,2.03E-05,90,2.23E-05
0.000999001,1.92E-05,90,2.03E-05
0.000999001,1.82E-05,90,1.92E-05
0.000999001,1.64E-05,90,1.82E-05
0.000999001,1.37E-05,90,1.64E-05
0.000999001,1.15E-05,90,1.37E-05
0.000999001,1.02E-05,90,1.15E-05
0.000999001,9.31E-06,90,1.02E-05
0.000999001,8.41E-06,90,9.31E-06
0.000999001,7.83E-06,90,8.41E-06
0.000999001,7.67E-06,90,7.83E-06
0.000999001,8.42E-06,90,7.67E-06
0.000999001,9.51E-06,90,8.42E-06
0.000999001,1.01E-05,90,9.51E-06
0.000999001,9.52E-06,90,1.01E-05
0.000999001,9.08E-06,90,9.52E-06
0.000999001,9.16E-06,90,9.08E-06
0.000999001,9.84E-06,90,9.16E-06
0.000999001,1.09E-05,90,9.84E-06
0.000999001,1.25E-05,90,1.09E-05
0.000999001,1.37E-05,90,1.25E-05
0.000999001,1.33E-05,90,1.37E-05
0.000999001,1.30E-05,90,1.33E-05
0.000999001,1.32E-05,90,1.30E-05
0.000999001,1.32E-05,90,1.32E-05
0.000999001,1.30E-05,90,1.32E-05
0.000999001,1.30E-05,90,1.30E-05
0.000999001,1.31E-05,90,1.30E-05
0.000999001,1.39E-05,90,1.31E-05
0.000999001,1.54E-05,90,1.39E-05
0.000999001,1.71E-05,90,1.54E-05
0.000999001,1.90E-05,90,1.71E-05
0.000999001,2.01E-05,90,1.90E-05
0.000999001,2.03E-05,90,2.01E-05
0.000999001,2.04E-05,90,2.03E-05
0.000999001,2.15E-05,90,2.04E-05
0.000999001,2.37E-05,90,2.15E-05
0.000999001,2.46E-05,90,2.37E-05
0.000999001,2.42E-05,90,2.46E-05
0.000999001,2.32E-05,90,2.42E-05
0.000999001,2.28E-05,90,2.32E-05
0.000999001,2.34E-05,90,2.28E-05
0.000999001,2.27E-05,90,2.34E-05
0.000999001,2.06E-05,90,2.27E-05
0.000999001,1.89E-05,90,2.06E-05
0.000999001,1.90E-05,90,1.89E-05
0.000999001,2.04E-05,90,1.90E-05
0.000999001,2.25E-05,90,2.04E-05
0.000999001,2.41E-05,90,2.25E-05
0.000999001,2.52E-05,90,2.41E-05
0.000999001,2.61E-05,90,2.52E-05
0.000999001,2.62E-05,90,2.61E-05
0.000999001,2.55E-05,90,2.62E-05
0.000999001,2.43E-05,90,2.55E-05
0.000999001,2.20E-05,90,2.43E-05
0.000999001,1.97E-05,90,2.20E-05
0.000999001,1.79E-05,90,1.97E-05
0.000999001,1.59E-05,90,1.79E-05
0.000999001,1.42E-05,90,1.59E-05
0.000999001,1.39E-05,90,1.42E-05
0.000999001,1.40E-05,90,1.39E-05
0.000999001,1.39E-05,90,1.40E-05
0.000999001,1.47E-05,90,1.39E-05
0.000999001,1.62E-05,90,1.47E-05
0.000999001,1.75E-05,90,1.62E-05
0.000999001,1.85E-05,90,1.75E-05
0.000999001,1.92E-05,90,1.85E-05
0.000999001,1.96E-05,90,1.92E-05
0.000999001,1.96E-05,90,1.96E-05
0.000999001,2.04E-05,90,1.96E-05
0.000999001,2.20E-05,90,2.04E-05
0.000999001,2.36E-05,90,2.20E-05
0.000999001,2.43E-05,90,2.36E-05
0.000999001,2.37E-05,90,2.43E-05
0.000999001,2.20E-05,90,2.37E-05
0.000999001,2.05E-05,90,2.20E-05
0.000999001,1.95E-05,90,2.05E-05
0.000999001,1.86E-05,90,1.95E-05
0.000999001,1.77E-05,90,1.86E-05
0.000999001,1.68E-05,90,1.77E-05
0.000999001,1.53E-05,90,1.68E-05
0.000999001,1.36E-05,90,1.53E-05
0.000999001,1.12E-05,90,1.36E-05
0.000999001,9.09E-06,90,1.12E-05
0.000999001,8.04E-06,90,9.09E-06
0.000999001,7.34E-06,90,8.04E-06
0.000999001,6.35E-06,90,7.34E-06
0.000999001,5.67E-06,90,6.35E-06
0.000999001,5.46E-06,90,5.67E-06
0.000999001,5.74E-06,90,5.46E-06
0.000999001,6.79E-06,90,5.74E-06
0.000999001,7.85E-06,90,6.79E-06
0.000999001,8.10E-06,90,7.85E-06
0.000999001,8.04E-06,90,8.10E-06
0.000999001,8.26E-06,90,8.04E-06
0.000999001,8.48E-06,90,8.26E-06
0.000999001,8.26E-06,90,8.48E-06
0.000999001,8.28E-06,90,8.26E-06
0.000999001,8.75E-06,90,8.28E-06
0.000999001,8.98E-06,90,8.75E-06
0.000999001,9.51E-06,90,8.98E-06
0.000999001,1.04E-05,90,9.51E-06
0.000999001,1.06E-05,90,1.04E-05
0.000999001,1.04E-05,90,1.06E-05
0.000999001,9.82E-06,90,1.04E-05
0.000999001,8.37E-06,90,9.82E-06
0.000999001,6.72E-06,90,8.37E-06
0.000999001,5.73E-06,90,6.72E-06
0.000999001,5.04E-06,90,5.73E-06
0.000999001,4.03E-06,90,5.04E-06
0.000999001,3.10E-06,90,4.03E-06
0.000999001,2.53E-06,90,3.10E-06
0.000999001,2.63E-06,90,2.53E-06
0.000999001,2.71E-06,90,2.63E-06
0.000949268,2.37E-06,90,2.71E-06
0.000610066,2.09E-06,90,2.37E-06
0.000199721,2.11E-06,90,2.09E-06
3.75E-05,2.26E-06,90,2.11E-06
6.13E-06,2.49E-06,90,2.26E-06
1.74E-06,2.47E-06,90,2.49E-06
1.11E-06,2.40E-06,90,2.47E-06
1.01E-06,2.74E-06,90,2.40E-06
1.00E-06,3.71E-06,90,2.74E-06
9.99E-07,4.04E-06,90,3.71E-06
9.99E-07,3.53E-06,90,4.04E-06
9.99E-07,2.72E-06,90,3.53E-06
9.99E-07,2.00E-06,90,2.72E-06
9.99E-07,1.55E-06,90,2.00E-06
9.99E-07,1.31E-06,90,1.55E-06
9.99E-07,1.28E-06,90,1.31E-06
9.99E-07,1.38E-06,90,1.28E-06
9.99E-07,1.52E-06,90,1.38E-06
9.99E-07,1.72E-06,90,1.52E-06
9.99E-07,2.04E-06,90,1.72E-06
9.99E-07,2.20E-06,90,2.04E-06
9.99E-07,2.54E-06,90,2.20E-06
9.99E-07,3.05E-06,90,2.54E-06
9.99E-07,3.20E-06,90,3.05E-06
9.99E-07,3.03E-06,90,3.20E-06
9.99E-07,3.09E-06,90,3.03E-06
9.99E-07,3.21E-06,90,3.09E-06
9.99E-07,3.08E-06,90,3.21E-06
9.99E-07,2.81E-06,90,3.08E-06
9.99E-07,3.06E-06,90,2.81E-06
9.99E-07,3.55E-06,90,3.06E-06
9.99E-07,3.67E-06,90,3.55E-06
9.99E-07,3.53E-06,90,3.67E-06
9.99E-07,2.80E-06,90,3.53E-06
9.99E-07,1.81E-06,90,2.80E-06
9.99E-07,1.47E-06,90,1.81E-06
9.99E-07,1.31E-06,90,1.47E-06
9.99E-07,1.20E-06,90,1.31E-06
9.99E-07,1.09E-06,90,1.20E-06
9.99E-07,8.33E-07,90,1.09E-06
9.99E-07,5.73E-07,90,8.33E-07
9.99E-07,4.05E-07,90,5.73E-07
9.99E-07,4.22E-07,90,4.05E-07
9.99E-07,4.81E-07,90,4.22E-07
9.99E-07,3.36E-07,90,4.81E-07
9.99E-07,1.21E-07,90,3.36E-07
9.99E-07,3.80E-08,90,1.21E-07
9.99E-07,2.91E-07,90,3.80E-08
9.99E-07,7.45E-07,90,2.91E-07
9.99E-07,1.09E-06,90,7.45E-07
9.99E-07,1.22E-06,90,1.09E-06
9.99E-07,1.34E-06,90,1.22E-06
9.99E-07,1.41E-06,90,1.34E-06
9.99E-07,1.44E-06,90,1.41E-06
9.99E-07,1.24E-06,90,1.44E-06
9.99E-07,1.00E-06,90,1.24E-06
9.99E-07,8.47E-07,90,1.00E-06
9.99E-07,6.40E-07,90,8.47E-07
9.99E-07,4.63E-07,90,6.40E-07
9.99E-07,3.94E-07,90,4.63E-07
9.99E-07,4.45E-07,90,3.94E-07
9.99E-07,8.67E-07,90,4.45E-07
9.99E-07,1.41E-06,90,8.67E-07
9.99E-07,1.63E-06,90,1.41E-06
9.99E-07,1.73E-06,90,1.63E-06
9.99E-07,1.97E-06,90,1.73E-06
9.99E-07,2.20E-06,90,1.97E-06
9.99E-07,2.26E-06,90,2.20E-06
9.99E-07,2.26E-06,90,2.26E-06
9.99E-07,1.99E-06,90,2.26E-06
9.99E-07,1.38E-06,90,1.99E-06
9.99E-07,8.16E-07,90,1.38E-06
9.99E-07,5.21E-07,90,8.16E-07
9.99E-07,2.77E-07,90,5.21E-07
9.99E-07,9.57E-08,90,2.77E-07
9.99E-07,6.81E-08,90,9.57E-08
9.99E-07,6.36E-08,90,6.81E-08
9.99E-07,4.59E-08,90,6.36E-08
9.99E-07,5.03E-08,90,4.59E-08
9.99E-07,1.08E-07,90,5.03E-08
9.99E-07,1.69E-07,90,1.08E-07
9.99E-07,1.31E-07,90,1.69E-07
9.99E-07,8.73E-08,90,1.31E-07
9.99E-07,1.08E-07,90,8.73E-08
9.99E-07,1.62E-07,90,1.08E-07
9.99E-07,1.99E-07,90,1.62E-07
9.99E-07,3.77E-07,90,1.99E-07
9.99E-07,7.55E-07,90,3.77E-07
9.99E-07,8.16E-07,90,7.55E-07
9.99E-07,6.13E-07,90,8.16E-07
9.99E-07,4.64E-07,90,6.13E-07
9.99E-07,4.58E-07,90,4.64E-07
9.99E-07,5.99E-07,90,4.58E-07
9.99E-07,6.20E-07,90,5.99E-07
9.99E-07,4.76E-07,90,6.20E-07
9.99E-07,3.94E-07,90,4.76E-07
9.99E-07,5.91E-07,90,3.94E-07
9.99E-07,1.10E-06,90,5.91E-07
9.99E-07,1.52E-06,90,1.10E-06
9.99E-07,2.01E-06,90,1.52E-06
9.99E-07,2.64E-06,90,2.01E-06
9.99E-07,3.16E-06,90,2.64E-06
9.99E-07,3.37E-06,90,3.16E-06
9.99E-07,3.62E-06,90,3.37E-06
9.99E-07,3.77E-06,90,3.62E-06
9.99E-07,3.85E-06,90,3.77E-06
9.99E-07,3.88E-06,90,3.85E-06
9.99E-07,4.05E-06,90,3.88E-06
9.99E-07,4.84E-06,90,4.05E-06
9.99E-07,5.48E-06,90,4.84E-06
9.99E-07,5.49E-06,90,5.48E-06
9.99E-07,5.25E-06,90,5.49E-06
9.99E-07,4.89E-06,90,5.25E-06
9.99E-07,4.89E-06,90,4.89E-06
9.99E-07,5.53E-06,90,4.89E-06
9.99E-07,6.02E-06,90,5.53E-06
9.99E-07,5.61E-06,90,6.02E-06
9.99E-07,4.82E-06,90,5.61E-06
9.99E-07,4.39E-06,90,4.82E-06
9.99E-07,4.09E-06,90,4.39E-06
9.99E-07,3.52E-06,90,4.09E-06
9.99E-07,3.05E-06,90,3.52E-06
9.99E-07,2.96E-06,90,3.05E-06
9.99E-07,3.54E-06,90,2.96E-06
9.99E-07,4.78E-06,90,3.54E-06
9.99E-07,6.22E-06,90,4.78E-06
9.99E-07,7.72E-06,90,6.22E-06
9.99E-07,8.88E-06,90,7.72E-06
5.07E-05,9.24E-06,90,8.88E-06
0.000389934,9.78E-06,90,9.24E-06
0.000800279,1.03E-05,90,9.78E-06
0.000962522,1.04E-05,90,1.03E-05
0.000993874,1.06E-05,90,1.04E-05
0.000998258,1.03E-05,90,1.06E-05
0.000998893,9.71E-06,90,1.03E-05
0.000998988,9.49E-06,90,9.71E-06
0.000999,8.89E-06,90,9.49E-06
0.000999001,8.05E-06,90,8.89E-06
0.000999001,7.72E-06,90,8.05E-06
0.000999001,8.13E-06,90,7.72E-06
