Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,
71.46875,0.000999001,4.32E-05,,0.000706995,
71.484375,0.000999001,6.49E-05,,0.000690535,
71.5,0.000999001,9.97E-05,,0.000645542,
71.515625,0.000999001,0.000128738,,0.000615177,
71.53125,0.000999001,0.000149913,,0.000549802,
71.546875,0.000999001,0.00015782,,0.000475205,
71.5625,0.000999001,0.000160062,,0.000427577,
71.578125,0.000999001,0.000159338,,0.000400476,
71.59375,0.000999001,0.00015274,,0.000375267,
71.609375,0.000999001,0.000136335,,0.000355149,
71.625,0.000999001,0.000139857,,0.0003536,
71.640625,0.000999001,0.000155686,,0.000348819,
71.65625,0.000999001,0.000184762,,0.000341289,
71.671875,0.000999001,0.000207469,,0.000358591,
71.6875,0.000999001,0.000225156,,0.000382775,
71.703125,0.000999001,0.000237046,,0.00039921,
71.71875,0.000999001,0.000245861,,0.000381627,
71.734375,0.000999001,0.000261362,,0.000340297,
71.75,0.000999001,0.000301683,,0.000305487,
71.765625,0.000999001,0.000361681,,0.000287657,
71.78125,0.000999001,0.000420546,,0.000281759,
71.796875,0.000999001,0.000450502,,0.00024962,
71.8125,0.000999001,0.000451926,,0.000218068,
71.828125,0.000999001,0.000435106,,0.000194666,
71.84375,0.000999001,0.000429192,,0.000181453,
71.859375,0.000999001,0.000444668,,0.000176115,
71.875,0.000999001,0.000451689,,0.000170117,
71.890625,0.000999001,0.000456435,,0.000168506,
71.90625,0.000999001,0.000456214,,0.00015413,
71.921875,0.000999001,0.000442285,,0.000124365,
71.9375,0.000999001,0.000436563,,0.000105947,
71.953125,0.000999001,0.000481324,,0.000102872,
71.96875,0.000999001,0.000554,,0.000102982,
71.984375,0.000999001,0.000613402,,9.19E-05,
72,0.000999001,0.000628133,,7.02E-05,
72.015625,0.000949268,0.000611657,,5.60E-05,
72.03125,0.000610066,0.000555022,,5.36E-05,
72.046875,0.000199721,0.000479939,,5.53E-05,
72.0625,3.75E-05,0.000421979,,5.21E-05,
72.078125,6.13E-06,0.000398446,,5.19E-05,
72.09375,1.74E-06,0.000379166,,5.83E-05,
72.109375,1.11E-06,0.000375087,,6.15E-05,
72.125,1.01E-06,0.000376865,,6.70E-05,
72.140625,1.00E-06,0.000371297,,6.79E-05,
72.15625,9.99E-07,0.00037405,,7.06E-05,
72.171875,9.99E-07,0.000363336,,6.61E-05,
72.1875,9.99E-07,0.00037106,,5.31E-05,
72.203125,9.99E-07,0.000373896,,3.88E-05,
72.21875,9.99E-07,0.000365804,,3.48E-05,
72.234375,9.99E-07,0.000326422,,3.46E-05,
72.25,9.99E-07,0.000280972,,3.13E-05,
72.265625,9.99E-07,0.000262146,,2.19E-05,
72.28125,9.99E-07,0.000265812,,1.01E-05,
72.296875,9.99E-07,0.000315719,,6.36E-06,
72.3125,9.99E-07,0.000384934,,6.79E-06,
72.328125,9.99E-07,0.000448487,,6.05E-06,
72.34375,9.99E-07,0.000482982,,5.46E-06,
72.359375,9.99E-07,0.00048202,,1.22E-05,
72.375,9.99E-07,0.000477132,,2.20E-05,
72.390625,9.99E-07,0.000472906,,3.14E-05,
72.40625,9.99E-07,0.000485465,,3.70E-05,
72.421875,9.99E-07,0.000505702,,3.86E-05,
72.4375,9.99E-07,0.000515027,,3.64E-05,
72.453125,9.99E-07,0.000489161,,2.86E-05,
72.46875,9.99E-07,0.000450531,,1.93E-05,
72.484375,9.99E-07,0.000404308,,1.41E-05,
72.5,9.99E-07,0.000354091,,1.42E-05,
72.515625,9.99E-07,0.000303406,,1.61E-05,
72.53125,9.99E-07,0.000269049,,1.54E-05,
72.546875,9.99E-07,0.000257161,,9.15E-06,
72.5625,9.99E-07,0.000278462,,3.48E-06,
72.578125,9.99E-07,0.000339269,,9.34E-07,
72.59375,9.99E-07,0.000408311,,8.47E-07,
72.609375,9.99E-07,0.000465494,,4.48E-06,
72.625,9.99E-07,0.000481003,,1.59E-05,
72.640625,9.99E-07,0.000477039,,3.36E-05,
72.65625,9.99E-07,0.000475388,,4.97E-05,
72.671875,9.99E-07,0.000482672,,6.05E-05,
72.6875,9.99E-07,0.000504534,,6.13E-05,
72.703125,9.99E-07,0.0005125,,6.16E-05,
72.71875,9.99E-07,0.000499345,,5.69E-05,
72.734375,9.99E-07,0.000477675,,4.41E-05,
72.75,9.99E-07,0.000443356,,3.31E-05,
72.765625,9.99E-07,0.000390402,,3.53E-05,
72.78125,9.99E-07,0.000335036,,4.35E-05,
72.796875,9.99E-07,0.000292471,,5.40E-05,
72.8125,9.99E-07,0.000274893,,5.47E-05,
72.828125,9.99E-07,0.000283551,,4.50E-05,
72.84375,9.99E-07,0.000325502,,3.89E-05,
72.859375,9.99E-07,0.000382609,,3.60E-05,
72.875,9.99E-07,0.000406534,,3.89E-05,
72.890625,9.99E-07,0.000409015,,5.93E-05,
72.90625,9.99E-07,0.000408215,,9.61E-05,
72.921875,9.99E-07,0.000403247,,0.000132006,
72.9375,9.99E-07,0.000394039,,0.000158371,
72.953125,9.99E-07,0.000379637,,0.000165539,
72.96875,9.99E-07,0.000377791,,0.000170215,
72.984375,9.99E-07,0.000384179,,0.000169952,
73,9.99E-07,0.000402289,,0.00015489,
73.015625,5.07E-05,0.000456022,,0.000139004,
73.03125,0.000389934,0.000499968,,0.000143508,
73.046875,0.000800279,0.000546709,,0.000157167,
73.0625,0.000962522,0.000601248,,0.000183689,
73.078125,0.000993874,0.000638132,,0.000212232,
73.09375,0.000998258,0.000657392,,0.000231556,
73.109375,0.000998893,0.000604402,,0.000238079,
73.125,0.000998988,0.00051473,,0.000236731,
73.140625,0.000999,0.000448816,,0.000244517,
73.15625,0.000999001,0.000429627,,0.000280377,
73.171875,0.000999001,0.000423124,,0.000345214,
73.1875,0.000999001,0.00042575,,0.000403665,
73.203125,0.000999001,0.000419685,,0.000434608,
73.21875,0.000999001,0.000434101,,0.000442671,
73.234375,0.000999001,0.00044184,,0.000431224,
73.25,0.000999001,0.00044169,,0.000428711,
73.265625,0.000999001,0.000429308,,0.000430104,
73.28125,0.000999001,0.000398997,,0.000433017,
73.296875,0.000999001,0.000367575,,0.000449355,
73.3125,0.000999001,0.000322732,,0.00045106,
73.328125,0.000999001,0.000283954,,0.000442409,
73.34375,0.000999001,0.000256531,,0.000458642,
73.359375,0.000999001,0.000245555,,0.000506984,
73.375,0.000999001,0.000239763,,0.00056566,
73.390625,0.000999001,0.000221504,,0.000622159,
73.40625,0.000999001,0.000197847,,0.000651235,
73.421875,0.000999001,0.000164477,,0.000634637,
73.4375,0.000999001,0.00014179,,0.000572823,
73.453125,0.000999001,0.000146114,,0.000499588,
73.46875,0.000999001,0.000152963,,0.000436937,
73.484375,0.000999001,0.000163594,,0.000397318,
73.5,0.000999001,0.000164941,,0.000381623,
73.515625,0.000999001,0.000162929,,0.000380688,
73.53125,0.000999001,0.000160171,,0.000384406,
73.546875,0.000999001,0.000146018,,0.000384506,
73.5625,0.000999001,0.000117357,,0.000386199,
73.578125,0.000999001,9.06E-05,,0.000383025,
73.59375,0.000999001,7.01E-05,,0.000390227,
73.609375,0.000999001,5.20E-05,,0.000392993,
73.625,0.000999001,4.16E-05,,0.000376892,
73.640625,0.000999001,3.93E-05,,0.000336753,
73.65625,0.000999001,4.21E-05,,0.000300261,
73.671875,0.000999001,5.18E-05,,0.000276041,
73.6875,0.000999001,5.47E-05,,0.000280544,
73.703125,0.000999001,4.77E-05,,0.000318955,
73.71875,0.000999001,4.88E-05,,0.000395658,
73.734375,0.000999001,5.29E-05,,0.00046575,
73.75,0.000999001,5.63E-05,,0.000494408,
73.765625,0.000999001,6.18E-05,,0.000497559,
73.78125,0.000999001,6.10E-05,,0.000482962,
73.796875,0.000999001,6.43E-05,,0.000478969,
73.8125,0.000999001,6.09E-05,,0.000483867,
73.828125,0.000999001,4.59E-05,,0.000501934,
73.84375,0.000999001,2.79E-05,,0.000510259,
73.859375,0.000999001,1.75E-05,,0.000485918,
73.875,0.000999001,8.56E-06,,0.000450092,
73.890625,0.000999001,3.44E-06,,0.000401046,
73.90625,0.000999001,1.73E-06,,0.000343684,
73.921875,0.000999001,1.15E-06,,0.000299076,
73.9375,0.000999001,5.11E-06,,0.000273106,
73.953125,0.000999001,1.26E-05,,0.000260528,
73.96875,0.000999001,1.68E-05,,0.000280919,
73.984375,0.000999001,1.99E-05,,0.000334357,
74,0.000999001,2.40E-05,,0.000407404,
74.015625,0.000999001,2.55E-05,,0.000461578,
74.03125,0.000999001,2.70E-05,,0.000480466,
74.046875,0.000999001,2.71E-05,,0.00047595,
74.0625,0.000999001,2.81E-05,,0.000462954,
74.078125,0.000999001,3.09E-05,,0.000462149,
74.09375,0.000999001,2.27E-05,,0.000478192,
74.109375,0.000999001,1.24E-05,,0.000491798,
74.125,0.000999001,5.38E-06,,0.000479105,
74.140625,0.000999001,2.03E-06,,0.000459217,
74.15625,0.000999001,1.41E-06,,0.000423019,
74.171875,0.000999001,2.74E-06,,0.000378584,
74.1875,0.000999001,4.40E-06,,0.000325614,
74.203125,0.000999001,7.23E-06,,0.000285314,
74.21875,0.000999001,1.87E-05,,0.000270963,
74.234375,0.000999001,3.19E-05,,0.000276091,
74.25,0.000999001,4.38E-05,,0.000322522,
74.265625,0.000999001,5.26E-05,,0.000368075,
74.28125,0.000999001,5.83E-05,,0.000393875,
74.296875,0.000999001,6.05E-05,,0.00039091,
74.3125,0.000999001,6.17E-05,,0.000391024,
74.328125,0.000999001,5.84E-05,,0.000392094,
74.34375,0.000999001,5.91E-05,,0.000381833,
74.359375,0.000999001,5.57E-05,,0.000376703,
74.375,0.000999001,4.55E-05,,0.00037083,
74.390625,0.000999001,3.91E-05,,0.00037529,
74.40625,0.000999001,3.43E-05,,0.000403622,
74.421875,0.000999001,3.71E-05,,0.000449777,
74.4375,0.000999001,4.50E-05,,0.000496183,
74.453125,0.000999001,5.42E-05,,0.000528845,
74.46875,0.000999001,6.23E-05,,0.000577117,
74.484375,0.000999001,7.84E-05,,0.000616406,
74.5,0.000999001,0.00010086,,0.000627545,
74.515625,0.000999001,0.000113278,,0.000582065,
74.53125,0.000999001,0.000129221,,0.000497299,
74.546875,0.000999001,0.000141984,,0.000448187,
74.5625,0.000999001,0.000149813,,0.000445382,
74.578125,0.000999001,0.000161391,,0.000444987,
74.59375,0.000999001,0.000166566,,0.00044574,
74.609375,0.000999001,0.000161366,,0.000444215,
74.625,0.000999001,0.000156145,,0.000451228,
74.640625,0.000999001,0.000160175,,0.000465126,
74.65625,0.000999001,0.000168902,,0.000457319,
74.671875,0.000999001,0.000177736,,0.000437896,
74.6875,0.000999001,0.000187091,,0.000408905,
74.703125,0.000999001,0.000211923,,0.00037605,
74.71875,0.000999001,0.000233409,,0.000334916,
74.734375,0.000999001,0.000262387,,0.000295865,
74.75,0.000999001,0.000312298,,0.000263378,
74.765625,0.000999001,0.000371175,,0.000253041,
74.78125,0.000999001,0.000396268,,0.000246429,
74.796875,0.000999001,0.000387355,,0.000227345,
74.8125,0.000999001,0.000407379,,0.000198399,
74.828125,0.000999001,0.000432434,,0.000162858,
74.84375,0.000999001,0.000452419,,0.000140799,
74.859375,0.000999001,0.000462296,,0.000146557,
74.875,0.000999001,0.000447472,,0.000154665,
74.890625,0.000999001,0.000418332,,0.000159622,
74.90625,0.000999001,0.000421315,,0.000164302,
74.921875,0.000999001,0.000468503,,0.000162939,
74.9375,0.000999001,0.000524802,,0.000166762,
74.953125,0.000999001,0.000555127,,0.000153463,
74.96875,0.000999001,0.00057357,,0.00011988,
74.984375,0.000999001,0.00056351,,9.60E-05,
75,0.000999001,0.000556481,,7.41E-05,
75.015625,0.000949268,0.000557334,,5.64E-05,
75.03125,0.000610066,0.000568333,,4.33E-05,
75.046875,0.000199721,0.000530963,,3.79E-05,
75.0625,3.75E-05,0.000489016,,4.20E-05,
75.078125,6.13E-06,0.000438691,,5.24E-05,
75.09375,1.74E-06,0.000410526,,5.56E-05,
75.109375,1.11E-06,0.000383198,,4.86E-05,
75.125,1.01E-06,0.000367996,,4.81E-05,
75.140625,1.00E-06,0.000368617,,5.21E-05,
75.15625,9.99E-07,0.000391092,,5.75E-05,
75.171875,9.99E-07,0.000406196,,5.90E-05,
75.1875,9.99E-07,0.000376298,,5.72E-05,
75.203125,9.99E-07,0.000332962,,5.49E-05,
75.21875,9.99E-07,0.000301057,,5.21E-05,
75.234375,9.99E-07,0.00029496,,3.86E-05,
75.25,9.99E-07,0.000298181,,2.47E-05,
75.265625,9.99E-07,0.000314569,,1.62E-05,
75.28125,9.99E-07,0.000343992,,7.61E-06,
75.296875,9.99E-07,0.00038984,,3.09E-06,
75.3125,9.99E-07,0.000439575,,1.39E-06,
75.328125,9.99E-07,0.000447412,,6.59E-07,
75.34375,9.99E-07,0.000440445,,3.95E-06,
75.359375,9.99E-07,0.000453499,,1.05E-05,
75.375,9.99E-07,0.000467723,,1.51E-05,
75.390625,9.99E-07,0.000471193,,1.76E-05,
75.40625,9.99E-07,0.000471553,,2.11E-05,
75.421875,9.99E-07,0.000466149,,2.47E-05,
75.4375,9.99E-07,0.000443566,,2.94E-05,
75.453125,9.99E-07,0.000435952,,2.89E-05,
75.46875,9.99E-07,0.000412266,,3.04E-05,
75.484375,9.99E-07,0.000390629,,3.02E-05,
75.5,9.99E-07,0.000375851,,2.39E-05,
75.515625,9.99E-07,0.000359749,,1.26E-05,
75.53125,9.99E-07,0.000351343,,6.69E-06,
75.546875,9.99E-07,0.000354334,,3.01E-06,
75.5625,9.99E-07,0.000354456,,1.94E-06,
75.578125,9.99E-07,0.000370233,,2.68E-06,
75.59375,9.99E-07,0.000398865,,3.74E-06,
75.609375,9.99E-07,0.000409113,,6.44E-06,
75.625,9.99E-07,0.000434821,,1.65E-05,
75.640625,9.99E-07,0.000457034,,2.90E-05,
75.65625,9.99E-07,0.000460412,,3.88E-05,
75.671875,9.99E-07,0.000459296,,4.67E-05,
75.6875,9.99E-07,0.000461858,,5.18E-05,
75.703125,9.99E-07,0.00044841,,5.57E-05,
75.71875,9.99E-07,0.000431661,,5.82E-05,
75.734375,9.99E-07,0.000404932,,5.82E-05,
75.75,9.99E-07,0.000357442,,5.88E-05,
75.765625,9.99E-07,0.000335128,,5.56E-05,
75.78125,9.99E-07,0.00033505,,4.64E-05,
75.796875,9.99E-07,0.000342029,,3.88E-05,
75.8125,9.99E-07,0.00035727,,3.35E-05,
75.828125,9.99E-07,0.000385888,,3.67E-05,
75.84375,9.99E-07,0.000435944,,4.55E-05,
75.859375,9.99E-07,0.000468018,,5.51E-05,
75.875,9.99E-07,0.000443562,,6.12E-05,
75.890625,9.99E-07,0.000391542,,7.75E-05,
75.90625,9.99E-07,0.0003707,,9.95E-05,
75.921875,9.99E-07,0.000366764,,0.000117968,
75.9375,9.99E-07,0.000344806,,0.000132931,
75.953125,9.99E-07,0.000326998,,0.000146531,
75.96875,9.99E-07,0.00034903,,0.000156186,
75.984375,9.99E-07,0.000380516,,0.000169349,
76,9.99E-07,0.000390007,,0.000172786,
76.015625,5.07E-05,0.000401545,,0.000171858,
76.03125,0.000389934,0.000399187,,0.000170975,
76.046875,0.000800279,0.000397088,,0.000176312,
76.0625,0.000962522,0.000410085,,0.000184545,
76.078125,0.000993874,0.000414166,,0.000187513,
76.09375,0.000998258,0.000403255,,0.000194519,
76.109375,0.000998893,0.000382196,,0.000215523,
76.125,0.000998988,0.000347957,,0.000240668,
76.140625,0.000999,0.000337759,,0.000267392,
76.15625,0.000999001,0.000368416,,0.000322546,
76.171875,0.000999001,0.000400277,,0.000378092,
76.1875,0.000999001,0.000406273,,0.000397795,
76.203125,0.000999001,0.000428899,,0.000387341,
76.21875,0.000999001,0.00045386,,0.00040801,
76.234375,0.000999001,0.000441193,,0.000428334,
76.25,0.000999001,0.000406676,,0.000442595,
76.265625,0.000999001,0.000390003,,0.000453357,
76.28125,0.000999001,0.00036255,,0.00044239,
76.296875,0.000999001,0.000345553,,0.00042427,
76.3125,0.000999001,0.000345489,,0.000434854,
76.328125,0.000999001,0.000350067,,0.000478607,
76.34375,0.000999001,0.000363973,,0.000526583,
76.359375,0.000999001,0.000388718,,0.000548309,
76.375,0.000999001,0.000429162,,0.000562477,
76.390625,0.000999001,0.000490326,,0.000559616,
76.40625,0.000999001,0.000504647,,0.000562019,
76.421875,0.000999001,0.000473872,,0.000562434,
76.4375,0.000999001,0.000421423,,0.000562559,
76.453125,0.000999001,0.000377313,,0.000529193,
76.46875,0.000999001,0.000373423,,0.000491993,
76.484375,0.000999001,0.000386981,,0.000452204,
76.5,0.000999001,0.000381973,,0.000424036,
76.515625,0.000999001,0.000359923,,0.00039607,
76.53125,0.000999001,0.000337448,,0.000365073,
76.546875,0.000999001,0.000339142,,0.00036141,
76.5625,0.000999001,0.000353562,,0.000377865,
76.578125,0.000999001,0.000364664,,0.000397976,
76.59375,0.000999001,0.000367378,,0.00037374,
76.609375,0.000999001,0.00036908,,0.000334013,
76.625,0.000999001,0.000382172,,0.00030859,
76.640625,0.000999001,0.000414377,,0.000305339,
76.65625,0.000999001,0.00046086,,0.000311213,
76.671875,0.000999001,0.000502984,,0.000326618,
76.6875,0.000999001,0.000496422,,0.000349504,
76.703125,0.000999001,0.000458632,,0.000398505,
76.71875,0.000999001,0.000406349,,0.000444219,
76.734375,0.000999001,0.000389753,,0.000452821,
76.75,0.000999001,0.000412424,,0.000438785,
76.765625,0.000999001,0.000437872,,0.000458967,
76.78125,0.000999001,0.000418427,,0.000468628,
76.796875,0.000999001,0.000385299,,0.000467398,
76.8125,0.000999001,0.000360233,,0.000458129,
76.828125,0.000999001,0.000340696,,0.000453741,
76.84375,0.000999001,0.00032027,,0.000434538,
76.859375,0.000999001,0.000322069,,0.000422961,
76.875,0.000999001,0.000345701,,0.000399744,
76.890625,0.000999001,0.000370216,,0.000378362,
76.90625,0.000999001,0.000388423,,0.000368812,
76.921875,0.000999001,0.000404708,,0.00035223,
76.9375,0.000999001,0.000402543,,0.000340987,
76.953125,0.000999001,0.000409714,,0.000343118,
76.96875,0.000999001,0.000454397,,0.000348142,
76.984375,0.000999001,0.000504134,,0.000365311,
77,0.000999001,0.0005217,,0.00038382,
77.015625,0.000999001,0.000525994,,0.000389872,
77.03125,0.000999001,0.000520489,,0.000410039,
77.046875,0.000999001,0.000536335,,0.000435195,
77.0625,0.000999001,0.000548061,,0.000435688,
77.078125,0.000999001,0.00055277,,0.000431838,
77.09375,0.000999001,0.000551451,,0.000422449,
77.109375,0.000999001,0.000568334,,0.000417488,
77.125,0.000999001,0.000566171,,0.000398688,
77.140625,0.000999001,0.000528968,,0.000367736,
77.15625,0.000999001,0.000487926,,0.000335415,
77.171875,0.000999001,0.000462944,,0.000324617,
77.1875,0.000999001,0.000457893,,0.000321355,
77.203125,0.000999001,0.000469679,,0.000331722,
77.21875,0.000999001,0.000482389,,0.000340216,
77.234375,0.000999001,0.000462567,,0.000374002,
77.25,0.000999001,0.000392748,,0.000429007,
77.265625,0.000999001,0.000331119,,0.000469998,
77.28125,0.000999001,0.000312188,,0.000443166,
77.296875,0.000999001,0.000330203,,0.000398372,
77.3125,0.000999001,0.000338098,,0.000386136,
77.328125,0.000999001,0.000312586,,0.000388223,
77.34375,0.000999001,0.000280017,,0.000364645,
77.359375,0.000999001,0.000258237,,0.000355137,
77.375,0.000999001,0.000229326,,0.000382818,
77.390625,0.000999001,0.000197171,,0.000410201,
77.40625,0.000999001,0.000180109,,0.000415054,
77.421875,0.000999001,0.00017666,,0.000425069,
77.4375,0.000999001,0.000183839,,0.000414058,
77.453125,0.000999001,0.000167781,,0.00041091,
77.46875,0.000999001,0.000152048,,0.00042414,
77.484375,0.000999001,0.000140625,,0.000426635,
77.5,0.000999001,0.000133784,,0.000413314,
77.515625,0.000999001,0.000110306,,0.000394977,
77.53125,0.000999001,9.54E-05,,0.000356517,
77.546875,0.000999001,9.70E-05,,0.000355867,
77.5625,0.000999001,9.64E-05,,0.000395191,
77.578125,0.000999001,9.70E-05,,0.000413768,
77.59375,0.000999001,8.69E-05,,0.000424652,
77.609375,0.000999001,7.68E-05,,0.000452055,
77.625,0.000999001,7.00E-05,,0.000472337,
77.640625,0.000999001,6.28E-05,,0.000461283,
77.65625,0.000999001,5.06E-05,,0.000418148,
77.671875,0.000999001,4.60E-05,,0.000400766,
77.6875,0.000999001,5.02E-05,,0.000380166,
77.703125,0.000999001,5.89E-05,,0.000359066,
77.71875,0.000999001,6.14E-05,,0.000359276,
77.734375,0.000999001,5.43E-05,,0.000372454,
77.75,0.000999001,4.21E-05,,0.000385165,
77.765625,0.000999001,3.51E-05,,0.000413212,
77.78125,0.000999001,2.83E-05,,0.000461059,
77.796875,0.000999001,2.18E-05,,0.000510287,
77.8125,0.000999001,2.59E-05,,0.000521931,
77.828125,0.000999001,2.93E-05,,0.000491143,
77.84375,0.000999001,3.05E-05,,0.000428961,
77.859375,0.000999001,2.78E-05,,0.000388539,
77.875,0.000999001,2.32E-05,,0.000379003,
77.890625,0.000999001,2.05E-05,,0.000389651,
77.90625,0.000999001,1.75E-05,,0.00039074,
77.921875,0.000999001,1.17E-05,,0.000361324,
77.9375,0.000999001,6.50E-06,,0.000342869,
77.953125,0.000999001,7.47E-06,,0.000350472,
77.96875,0.000999001,1.28E-05,,0.000357132,
77.984375,0.000999001,1.49E-05,,0.000362466,
78,0.000999001,1.45E-05,,0.000366951,
78.015625,0.000999001,9.64E-06,,0.000376134,
78.03125,0.000999001,5.46E-06,,0.000393277,
78.046875,0.000999001,3.29E-06,,0.000421559,
78.0625,0.000999001,1.47E-06,,0.000461628,
78.078125,0.000999001,6.19E-06,,0.000492375,
78.09375,0.000999001,1.14E-05,,0.000486221,
78.109375,0.000999001,1.14E-05,,0.000452102,
78.125,0.000999001,9.07E-06,,0.000399618,
78.140625,0.000999001,7.40E-06,,0.000380072,
78.15625,0.000999001,7.62E-06,,0.000391564,
78.171875,0.000999001,6.89E-06,,0.00041398,
78.1875,0.000999001,5.20E-06,,0.000396159,
78.203125,0.000999001,2.93E-06,,0.000360513,
78.21875,0.000999001,3.65E-06,,0.000334535,
78.234375,0.000999001,9.54E-06,,0.000306902,
78.25,0.000999001,1.59E-05,,0.000291592,
78.265625,0.000999001,1.83E-05,,0.000292473,
78.28125,0.000999001,1.45E-05,,0.000311416,
78.296875,0.000999001,1.01E-05,,0.000335804,
78.3125,0.000999001,7.00E-06,,0.000352932,
78.328125,0.000999001,2.14E-06,,0.00035679,
78.34375,0.000999001,6.25E-07,,0.000353827,
78.359375,0.000999001,3.70E-06,,0.000350913,
78.375,0.000999001,6.22E-06,,0.000404693,
78.390625,0.000999001,6.38E-06,,0.000454518,
78.40625,0.000999001,4.28E-06,,0.00048402,
78.421875,0.000999001,2.59E-06,,0.000487568,
78.4375,0.000999001,2.59E-06,,0.000476476,
78.453125,0.000999001,1.20E-06,,0.000487669,
78.46875,0.000999001,5.24E-08,,0.000504792,
78.484375,0.000999001,8.48E-07,,0.000521504,
78.5,0.000999001,5.19E-06,,0.000530218,
78.515625,0.000999001,1.29E-05,,0.000550844,
78.53125,0.000999001,1.73E-05,,0.000555291,
78.546875,0.000999001,1.59E-05,,0.00052274,
78.5625,0.000999001,1.05E-05,,0.000485928,
78.578125,0.000999001,7.71E-06,,0.000458084,
78.59375,0.000999001,4.09E-06,,0.000462093,
78.609375,0.000999001,7.11E-07,,0.000487811,
78.625,0.000999001,2.32E-06,,0.000512247,
78.640625,0.000999001,6.68E-06,,0.000496094,
78.65625,0.000999001,7.58E-06,,0.000420835,
78.671875,0.000999001,6.16E-06,,0.000360459,
78.6875,0.000999001,2.97E-06,,0.000342355,
78.703125,0.000999001,1.81E-06,,0.000362622,
78.71875,0.000999001,1.15E-06,,0.000373472,
78.734375,0.000999001,5.28E-07,,0.000345047,
78.75,0.000999001,1.20E-06,,0.000305686,
78.765625,0.000999001,4.89E-06,,0.000280547,
78.78125,0.000999001,1.39E-05,,0.000248003,
78.796875,0.000999001,1.93E-05,,0.000220317,
78.8125,0.000999001,1.99E-05,,0.000203894,
78.828125,0.000999001,1.46E-05,,0.000196396,
78.84375,0.000999001,1.20E-05,,0.000197241,
78.859375,0.000999001,1.13E-05,,0.000179968,
78.875,0.000999001,7.34E-06,,0.000163597,
78.890625,0.000999001,7.47E-06,,0.000150882,
78.90625,0.000999001,1.10E-05,,0.000143764,
78.921875,0.000999001,1.23E-05,,0.000119267,
78.9375,0.000999001,9.74E-06,,0.00010161,
78.953125,0.000999001,5.72E-06,,9.86E-05,
78.96875,0.000999001,4.65E-06,,0.000100573,
78.984375,0.000999001,4.38E-06,,0.000102075,
79,0.000999001,2.88E-06,,9.15E-05,
79.015625,0.000949268,2.59E-06,,7.80E-05,
79.03125,0.000610066,3.77E-06,,7.21E-05,
79.046875,0.000199721,7.22E-06,,6.22E-05,
79.0625,3.75E-05,1.23E-05,,5.03E-05,
79.078125,6.13E-06,1.61E-05,,4.74E-05,
79.09375,1.74E-06,1.61E-05,,5.13E-05,
79.109375,1.11E-06,1.27E-05,,5.93E-05,
79.125,1.01E-06,1.27E-05,,6.07E-05,
79.140625,1.00E-06,1.21E-05,,5.41E-05,
79.15625,9.99E-07,1.28E-05,,4.21E-05,
79.171875,9.99E-07,1.99E-05,,3.44E-05,
79.1875,9.99E-07,2.65E-05,,2.61E-05,
79.203125,9.99E-07,2.79E-05,,2.13E-05,
79.21875,9.99E-07,2.29E-05,,2.38E-05,
79.234375,9.99E-07,1.43E-05,,2.68E-05,
79.25,9.99E-07,1.02E-05,,2.93E-05,
79.265625,9.99E-07,1.14E-05,,2.70E-05,
79.28125,9.99E-07,1.39E-05,,2.02E-05,
79.296875,9.99E-07,2.00E-05,,1.76E-05,
79.3125,9.99E-07,3.32E-05,,1.52E-05,
79.328125,9.99E-07,4.90E-05,,8.74E-06,
79.34375,9.99E-07,5.95E-05,,5.39E-06,
79.359375,9.99E-07,6.00E-05,,6.66E-06,
79.375,9.99E-07,5.52E-05,,1.01E-05,
79.390625,9.99E-07,5.63E-05,,1.35E-05,
79.40625,9.99E-07,6.15E-05,,1.27E-05,
79.421875,9.99E-07,6.74E-05,,8.39E-06,
79.4375,9.99E-07,8.09E-05,,6.34E-06,
79.453125,9.99E-07,8.92E-05,,3.84E-06,
79.46875,9.99E-07,9.50E-05,,1.70E-06,
79.484375,9.99E-07,9.53E-05,,6.04E-06,
79.5,9.99E-07,7.92E-05,,1.11E-05,
79.515625,9.99E-07,6.18E-05,,1.15E-05,
79.53125,9.99E-07,5.82E-05,,9.68E-06,
79.546875,9.99E-07,6.64E-05,,8.28E-06,
79.5625,9.99E-07,8.17E-05,,7.84E-06,
79.578125,9.99E-07,0.000106667,,8.73E-06,
79.59375,9.99E-07,0.000138427,,5.16E-06,
79.609375,9.99E-07,0.000170028,,2.43E-06,
79.625,9.99E-07,0.000187372,,3.30E-06,
79.640625,9.99E-07,0.000188535,,8.05E-06,
79.65625,9.99E-07,0.00019093,,1.48E-05,
79.671875,9.99E-07,0.000202371,,1.74E-05,
79.6875,9.99E-07,0.000227996,,1.59E-05,
79.703125,9.99E-07,0.000277604,,1.04E-05,
79.71875,9.99E-07,0.00032315,,8.11E-06,
79.734375,9.99E-07,0.000350091,,2.59E-06,
79.75,9.99E-07,0.000369818,,4.22E-07,
79.765625,9.99E-07,0.000364304,,4.40E-06,
79.78125,9.99E-07,0.000335345,,6.92E-06,
79.796875,9.99E-07,0.000308722,,6.64E-06,
79.8125,9.99E-07,0.000313065,,4.69E-06,
79.828125,9.99E-07,0.000325641,,1.94E-06,
79.84375,9.99E-07,0.000341745,,1.57E-06,
79.859375,9.99E-07,0.000370984,,8.73E-07,
79.875,9.99E-07,0.000412899,,7.37E-08,
79.890625,9.99E-07,0.000442824,,6.21E-07,
